cat_strategy,mouse_strategy,caught,caught_time,caught_seconds,steps,num_mice,map
SmartCat,RunAway,1,9,0.0,9,6,easy
SmartCat,Memory,1,28,0.0,28,6,easy
SmartCat,Random,1,29,0.0,29,6,easy
SmartCat,SmartRunAway,1,45,0.0,45,6,easy
SmartCat,Corner,1,60,0.0,60,6,easy
SmartCat,Predictive,1,70,0.0,70,6,easy
SmartCat,Random,1,12,0.0,12,6,easy
SmartCat,Memory,1,27,0.0,27,6,easy
SmartCat,Predictive,1,56,0.0,56,6,easy
SmartCat,RunAway,1,65,0.0,65,6,easy
SmartCat,SmartRunAway,1,65,0.0,65,6,easy
SmartCat,Corner,1,88,0.01,88,6,easy
SmartCat,Random,1,12,0.0,12,6,easy
SmartCat,Corner,1,12,0.0,12,6,easy
SmartCat,Memory,1,20,0.0,20,6,easy
SmartCat,Predictive,1,41,0.0,41,6,easy
SmartCat,RunAway,1,67,0.0,67,6,easy
SmartCat,SmartRunAway,1,67,0.0,67,6,easy
SmartCat,Corner,1,0,0.0,0,6,easy
SmartCat,Random,1,14,0.0,14,6,easy
SmartCat,Memory,1,29,0.0,29,6,easy
SmartCat,SmartRunAway,1,35,0.0,35,6,easy
SmartCat,RunAway,1,54,0.0,54,6,easy
SmartCat,Predictive,1,67,0.0,67,6,easy
SmartCat,Memory,1,3,0.0,3,6,easy
SmartCat,RunAway,1,14,0.0,14,6,easy
SmartCat,Random,1,28,0.0,28,6,easy
SmartCat,Corner,1,34,0.0,34,6,easy
SmartCat,SmartRunAway,1,36,0.0,36,6,easy
SmartCat,Predictive,1,45,0.0,45,6,easy
SmartCat,Corner,1,14,0.0,14,6,easy
SmartCat,Memory,1,16,0.0,16,6,easy
SmartCat,SmartRunAway,1,31,0.0,31,6,easy
SmartCat,Predictive,1,31,0.0,31,6,easy
SmartCat,RunAway,1,35,0.0,35,6,easy
SmartCat,Random,1,46,0.0,46,6,easy
SmartCat,Predictive,1,8,0.0,8,6,easy
SmartCat,RunAway,1,21,0.0,21,6,easy
SmartCat,Random,1,39,0.0,39,6,easy
SmartCat,Corner,1,53,0.0,53,6,easy
SmartCat,SmartRunAway,1,61,0.0,61,6,easy
SmartCat,Memory,1,69,0.0,69,6,easy
SmartCat,RunAway,1,12,0.0,12,6,easy
SmartCat,Random,1,24,0.0,24,6,easy
SmartCat,SmartRunAway,1,30,0.0,30,6,easy
SmartCat,Corner,1,39,0.0,39,6,easy
SmartCat,Memory,1,42,0.0,42,6,easy
SmartCat,Predictive,1,59,0.0,59,6,easy
SmartCat,Predictive,1,14,0.0,14,6,easy
SmartCat,Memory,1,33,0.0,33,6,easy
SmartCat,Random,1,35,0.0,35,6,easy
SmartCat,SmartRunAway,1,51,0.0,51,6,easy
SmartCat,RunAway,1,67,0.0,67,6,easy
SmartCat,Corner,1,93,0.0,93,6,easy
SmartCat,Random,1,3,0.0,3,6,easy
SmartCat,Memory,1,4,0.0,4,6,easy
SmartCat,Predictive,1,16,0.0,16,6,easy
SmartCat,RunAway,1,34,0.0,34,6,easy
SmartCat,Corner,1,65,0.0,65,6,easy
SmartCat,SmartRunAway,0,-1,-1,200,6,easy
SmartCat,Memory,1,2,0.0,2,6,easy
SmartCat,Predictive,1,26,0.0,26,6,easy
SmartCat,Random,1,32,0.0,32,6,easy
SmartCat,RunAway,1,54,0.0,54,6,easy
SmartCat,SmartRunAway,1,71,0.0,71,6,easy
SmartCat,Corner,1,85,0.0,85,6,easy
SmartCat,Memory,1,9,0.0,9,6,easy
SmartCat,Corner,1,15,0.0,15,6,easy
SmartCat,Random,1,19,0.0,19,6,easy
SmartCat,Predictive,1,22,0.0,22,6,easy
SmartCat,RunAway,1,37,0.0,37,6,easy
SmartCat,SmartRunAway,0,-1,-1,200,6,easy
SmartCat,SmartRunAway,1,2,0.0,2,6,easy
SmartCat,Memory,1,7,0.0,7,6,easy
SmartCat,Corner,1,17,0.0,17,6,easy
SmartCat,RunAway,1,27,0.0,27,6,easy
SmartCat,Random,1,56,0.0,56,6,easy
SmartCat,Predictive,1,73,0.0,73,6,easy
SmartCat,Random,1,1,0.0,1,6,easy
SmartCat,Memory,1,23,0.0,23,6,easy
SmartCat,SmartRunAway,1,24,0.0,24,6,easy
SmartCat,Corner,1,39,0.0,39,6,easy
SmartCat,Predictive,1,49,0.0,49,6,easy
SmartCat,RunAway,1,52,0.0,52,6,easy
SmartCat,SmartRunAway,1,15,0.0,15,6,easy
SmartCat,Memory,1,17,0.0,17,6,easy
SmartCat,Predictive,1,18,0.0,18,6,easy
SmartCat,RunAway,1,28,0.0,28,6,easy
SmartCat,Random,1,42,0.0,42,6,easy
SmartCat,Corner,1,45,0.0,45,6,easy
SmartCat,Memory,1,7,0.0,7,6,easy
SmartCat,Random,1,15,0.0,15,6,easy
SmartCat,RunAway,1,22,0.0,22,6,easy
SmartCat,Corner,1,36,0.0,36,6,easy
SmartCat,Predictive,1,41,0.0,41,6,easy
SmartCat,SmartRunAway,1,70,0.0,70,6,easy
SmartCat,SmartRunAway,1,0,0.0,0,6,easy
SmartCat,Memory,1,9,0.0,9,6,easy
SmartCat,Random,1,14,0.0,14,6,easy
SmartCat,RunAway,1,21,0.0,21,6,easy
SmartCat,Predictive,1,26,0.0,26,6,easy
SmartCat,Corner,1,41,0.0,41,6,easy
SmartCat,Random,1,8,0.0,8,6,easy
SmartCat,Memory,1,13,0.0,13,6,easy
SmartCat,RunAway,1,23,0.0,23,6,easy
SmartCat,Corner,1,35,0.0,35,6,easy
SmartCat,SmartRunAway,1,49,0.0,49,6,easy
SmartCat,Predictive,1,103,0.01,103,6,easy
SmartCat,Corner,1,3,0.0,3,6,easy
SmartCat,Memory,1,21,0.0,21,6,easy
SmartCat,SmartRunAway,1,35,0.0,35,6,easy
SmartCat,RunAway,1,45,0.0,45,6,easy
SmartCat,Random,1,74,0.0,74,6,easy
SmartCat,Predictive,1,87,0.0,87,6,easy
SmartCat,Corner,1,23,0.0,23,6,easy
SmartCat,Memory,1,28,0.0,28,6,easy
SmartCat,Predictive,1,40,0.0,40,6,easy
SmartCat,Random,1,60,0.0,60,6,easy
SmartCat,SmartRunAway,1,68,0.0,68,6,easy
SmartCat,RunAway,1,71,0.0,71,6,easy
SmartCat,RunAway,1,0,0.0,0,6,easy
SmartCat,SmartRunAway,1,13,0.0,13,6,easy
SmartCat,Random,1,25,0.0,25,6,easy
SmartCat,Memory,1,33,0.0,33,6,easy
SmartCat,Corner,1,60,0.0,60,6,easy
SmartCat,Predictive,1,72,0.0,72,6,easy
SmartCat,RunAway,1,0,0.0,0,6,easy
SmartCat,Random,1,5,0.0,5,6,easy
SmartCat,Memory,1,16,0.0,16,6,easy
SmartCat,SmartRunAway,1,78,0.0,78,6,easy
SmartCat,Predictive,1,90,0.0,90,6,easy
SmartCat,Corner,0,-1,-1,200,6,easy
SmartCat,Random,1,21,0.0,21,6,easy
SmartCat,SmartRunAway,1,24,0.0,24,6,easy
SmartCat,Predictive,1,31,0.0,31,6,easy
SmartCat,RunAway,1,40,0.0,40,6,easy
SmartCat,Corner,1,50,0.0,50,6,easy
SmartCat,Memory,1,62,0.0,62,6,easy
SmartCat,Random,1,6,0.0,6,6,easy
SmartCat,Corner,1,41,0.0,41,6,easy
SmartCat,SmartRunAway,1,65,0.0,65,6,easy
SmartCat,RunAway,1,69,0.0,69,6,easy
SmartCat,Memory,1,75,0.0,75,6,easy
SmartCat,Predictive,1,99,0.0,99,6,easy
SmartCat,Random,1,11,0.0,11,6,easy
SmartCat,Memory,1,18,0.0,18,6,easy
SmartCat,Corner,1,36,0.0,36,6,easy
SmartCat,RunAway,1,76,0.0,76,6,easy
SmartCat,SmartRunAway,1,78,0.0,78,6,easy
SmartCat,Predictive,1,90,0.0,90,6,easy
SmartCat,Random,1,3,0.0,3,6,easy
SmartCat,Memory,1,14,0.0,14,6,easy
SmartCat,Predictive,1,36,0.0,36,6,easy
SmartCat,SmartRunAway,1,46,0.0,46,6,easy
SmartCat,Corner,1,55,0.0,55,6,easy
SmartCat,RunAway,1,80,0.0,80,6,easy
SmartCat,Random,1,5,0.0,5,6,easy
SmartCat,Corner,1,12,0.0,12,6,easy
SmartCat,Memory,1,16,0.0,16,6,easy
SmartCat,RunAway,1,32,0.0,32,6,easy
SmartCat,Predictive,1,76,0.0,76,6,easy
SmartCat,SmartRunAway,0,-1,-1,201,6,easy
SmartCat,Random,1,1,0.0,1,6,easy
SmartCat,RunAway,1,15,0.0,15,6,easy
SmartCat,Predictive,1,17,0.0,17,6,easy
SmartCat,Corner,1,27,0.0,27,6,easy
SmartCat,Memory,1,34,0.0,34,6,easy
SmartCat,SmartRunAway,1,50,0.0,50,6,easy
SmartCat,Random,1,4,0.0,4,6,easy
SmartCat,Corner,1,31,0.0,31,6,easy
SmartCat,Memory,1,45,0.0,45,6,easy
SmartCat,Predictive,1,67,0.0,67,6,easy
SmartCat,RunAway,1,79,0.0,79,6,easy
SmartCat,SmartRunAway,0,-1,-1,201,6,easy
SmartCat,Predictive,1,12,0.0,12,6,easy
SmartCat,Random,1,66,0.0,66,6,easy
SmartCat,SmartRunAway,1,74,0.0,74,6,easy
SmartCat,RunAway,1,78,0.0,78,6,easy
SmartCat,Memory,1,93,0.0,93,6,easy
SmartCat,Corner,0,-1,-1,201,6,easy
SmartCat,Predictive,1,0,0.0,0,6,easy
SmartCat,Random,1,3,0.0,3,6,easy
SmartCat,Memory,1,24,0.0,24,6,easy
SmartCat,RunAway,1,30,0.0,30,6,easy
SmartCat,SmartRunAway,1,33,0.0,33,6,easy
SmartCat,Corner,1,49,0.0,49,6,easy
SmartCat,Random,1,3,0.0,3,6,easy
SmartCat,Memory,1,12,0.0,12,6,easy
SmartCat,RunAway,1,21,0.0,21,6,easy
SmartCat,SmartRunAway,1,34,0.0,34,6,easy
SmartCat,Predictive,1,79,0.01,79,6,easy
SmartCat,Corner,0,-1,-1,201,6,easy
SmartCat,SmartRunAway,1,6,0.0,6,6,easy
SmartCat,Corner,1,15,0.0,15,6,easy
SmartCat,Random,1,16,0.0,16,6,easy
SmartCat,RunAway,1,32,0.0,32,6,easy
SmartCat,Predictive,1,32,0.0,32,6,easy
SmartCat,Memory,1,42,0.0,42,6,easy
SmartCat,Random,1,6,0.0,6,6,easy
SmartCat,Corner,1,17,0.0,17,6,easy
SmartCat,Memory,1,29,0.0,29,6,easy
SmartCat,Predictive,1,37,0.0,37,6,easy
SmartCat,RunAway,1,50,0.0,50,6,easy
SmartCat,SmartRunAway,1,80,0.0,80,6,easy
SmartCat,Predictive,1,5,0.0,5,6,easy
SmartCat,Random,1,17,0.0,17,6,easy
SmartCat,RunAway,1,17,0.0,17,6,easy
SmartCat,SmartRunAway,1,19,0.0,19,6,easy
SmartCat,Memory,1,26,0.0,26,6,easy
SmartCat,Corner,1,41,0.0,41,6,easy
SmartCat,Memory,1,9,0.0,9,6,easy
SmartCat,Random,1,17,0.0,17,6,easy
SmartCat,RunAway,1,20,0.0,20,6,easy
SmartCat,Predictive,1,20,0.0,20,6,easy
SmartCat,Corner,1,35,0.0,35,6,easy
SmartCat,SmartRunAway,1,45,0.0,45,6,easy
SmartCat,Memory,1,0,0.0,0,6,easy
SmartCat,Random,1,11,0.0,11,6,easy
SmartCat,Predictive,1,22,0.0,22,6,easy
SmartCat,Corner,1,32,0.0,32,6,easy
SmartCat,RunAway,1,42,0.0,42,6,easy
SmartCat,SmartRunAway,0,-1,-1,201,6,easy
SmartCat,Memory,1,6,0.0,6,6,easy
SmartCat,RunAway,1,18,0.0,18,6,easy
SmartCat,Predictive,1,30,0.0,30,6,easy
SmartCat,Random,1,56,0.0,56,6,easy
SmartCat,SmartRunAway,1,67,0.0,67,6,easy
SmartCat,Corner,1,71,0.0,71,6,easy
SmartCat,Memory,1,4,0.0,4,6,easy
SmartCat,RunAway,1,10,0.0,10,6,easy
SmartCat,Predictive,1,34,0.0,34,6,easy
SmartCat,SmartRunAway,1,51,0.0,51,6,easy
SmartCat,Random,1,60,0.0,60,6,easy
SmartCat,Corner,1,75,0.0,75,6,easy
SmartCat,RunAway,1,0,0.0,0,6,easy
SmartCat,Random,1,5,0.0,5,6,easy
SmartCat,SmartRunAway,1,25,0.0,25,6,easy
SmartCat,Corner,1,33,0.0,33,6,easy
SmartCat,Memory,1,47,0.0,47,6,easy
SmartCat,Predictive,1,64,0.0,64,6,easy
SmartCat,Random,1,14,0.0,14,6,easy
SmartCat,Memory,1,36,0.0,36,6,easy
SmartCat,Corner,1,73,0.0,73,6,easy
SmartCat,RunAway,1,93,0.0,93,6,easy
SmartCat,SmartRunAway,0,-1,-1,201,6,easy
SmartCat,Predictive,0,-1,-1,200,6,easy
SmartCat,Memory,1,1,0.0,1,6,easy
SmartCat,RunAway,1,3,0.0,3,6,easy
SmartCat,Random,1,17,0.0,17,6,easy
SmartCat,Corner,1,17,0.0,17,6,easy
SmartCat,SmartRunAway,1,77,0.0,77,6,easy
SmartCat,Predictive,0,-1,-1,200,6,easy
SmartCat,Corner,1,8,0.0,8,6,easy
SmartCat,Memory,1,14,0.0,14,6,easy
SmartCat,Random,1,24,0.0,24,6,easy
SmartCat,RunAway,1,40,0.0,40,6,easy
SmartCat,SmartRunAway,1,41,0.0,41,6,easy
SmartCat,Predictive,1,95,0.0,95,6,easy
SmartCat,RunAway,1,20,0.0,20,6,easy
SmartCat,SmartRunAway,1,30,0.0,30,6,easy
SmartCat,Random,1,44,0.0,44,6,easy
SmartCat,Memory,1,53,0.0,53,6,easy
SmartCat,Corner,1,76,0.0,76,6,easy
SmartCat,Predictive,1,84,0.0,84,6,easy
SmartCat,Random,1,15,0.0,15,6,easy
SmartCat,Predictive,1,21,0.0,21,6,easy
SmartCat,Memory,1,21,0.0,21,6,easy
SmartCat,Corner,1,52,0.0,52,6,easy
SmartCat,RunAway,1,72,0.0,72,6,easy
SmartCat,SmartRunAway,1,80,0.0,80,6,easy
SmartCat,Memory,1,1,0.0,1,6,easy
SmartCat,Random,1,22,0.0,22,6,easy
SmartCat,Corner,1,35,0.0,35,6,easy
SmartCat,RunAway,1,72,0.0,72,6,easy
SmartCat,SmartRunAway,1,86,0.0,86,6,easy
SmartCat,Predictive,0,-1,-1,201,6,easy
SmartCat,Random,1,6,0.0,6,6,easy
SmartCat,SmartRunAway,1,10,0.0,10,6,easy
SmartCat,Predictive,1,11,0.0,11,6,easy
SmartCat,Corner,1,25,0.0,25,6,easy
SmartCat,Memory,1,27,0.0,27,6,easy
SmartCat,RunAway,1,50,0.0,50,6,easy
SmartCat,Memory,1,8,0.0,8,6,easy
SmartCat,Corner,1,18,0.0,18,6,easy
SmartCat,Random,1,31,0.0,31,6,easy
SmartCat,SmartRunAway,1,53,0.0,53,6,easy
SmartCat,RunAway,1,56,0.0,56,6,easy
SmartCat,Predictive,1,56,0.0,56,6,easy
SmartCat,RunAway,1,13,0.0,13,6,easy
SmartCat,Predictive,1,13,0.0,13,6,easy
SmartCat,Corner,1,26,0.0,26,6,easy
SmartCat,Random,1,40,0.0,40,6,easy
SmartCat,SmartRunAway,1,46,0.0,46,6,easy
SmartCat,Memory,1,55,0.0,55,6,easy
SmartCat,RunAway,1,17,0.0,17,6,easy
SmartCat,Corner,1,30,0.0,30,6,easy
SmartCat,Memory,1,38,0.0,38,6,easy
SmartCat,Random,1,41,0.0,41,6,easy
SmartCat,Predictive,1,44,0.0,44,6,easy
SmartCat,SmartRunAway,1,83,0.0,83,6,easy
PredictiveCat,SmartRunAway,1,37,0.0,37,6,easy
PredictiveCat,Random,1,47,0.0,47,6,easy
PredictiveCat,Predictive,1,62,0.0,62,6,easy
PredictiveCat,Memory,1,90,0.01,90,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Corner,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,2,0.0,2,6,easy
PredictiveCat,Predictive,1,11,0.0,11,6,easy
PredictiveCat,Corner,1,25,0.0,25,6,easy
PredictiveCat,Random,1,53,0.0,53,6,easy
PredictiveCat,SmartRunAway,1,77,0.0,77,6,easy
PredictiveCat,RunAway,0,-1,-1,201,6,easy
PredictiveCat,Predictive,1,11,0.0,11,6,easy
PredictiveCat,Random,1,14,0.0,14,6,easy
PredictiveCat,Memory,1,23,0.0,23,6,easy
PredictiveCat,SmartRunAway,1,74,0.0,74,6,easy
PredictiveCat,Corner,1,85,0.0,85,6,easy
PredictiveCat,RunAway,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,16,0.0,16,6,easy
PredictiveCat,Corner,1,19,0.0,19,6,easy
PredictiveCat,Random,1,25,0.0,25,6,easy
PredictiveCat,SmartRunAway,1,31,0.0,31,6,easy
PredictiveCat,Predictive,1,92,0.01,92,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Random,1,30,0.0,30,6,easy
PredictiveCat,Corner,1,31,0.0,31,6,easy
PredictiveCat,Memory,1,36,0.0,36,6,easy
PredictiveCat,RunAway,1,52,0.0,52,6,easy
PredictiveCat,SmartRunAway,1,63,0.0,63,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,SmartRunAway,1,0,0.0,0,6,easy
PredictiveCat,Random,1,8,0.0,8,6,easy
PredictiveCat,Memory,1,13,0.0,13,6,easy
PredictiveCat,Corner,1,76,0.01,76,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Memory,1,8,0.0,8,6,easy
PredictiveCat,Random,1,22,0.0,22,6,easy
PredictiveCat,Corner,1,26,0.0,26,6,easy
PredictiveCat,RunAway,1,76,0.01,76,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,200,6,easy
PredictiveCat,Memory,1,13,0.0,13,6,easy
PredictiveCat,Random,1,30,0.0,30,6,easy
PredictiveCat,Corner,1,41,0.0,41,6,easy
PredictiveCat,SmartRunAway,1,58,0.0,58,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Memory,1,24,0.0,24,6,easy
PredictiveCat,RunAway,1,45,0.0,45,6,easy
PredictiveCat,Corner,1,64,0.01,64,6,easy
PredictiveCat,Random,1,73,0.01,73,6,easy
PredictiveCat,Predictive,1,93,0.01,93,6,easy
PredictiveCat,SmartRunAway,1,95,0.01,95,6,easy
PredictiveCat,Memory,1,5,0.0,5,6,easy
PredictiveCat,RunAway,1,22,0.0,22,6,easy
PredictiveCat,Random,1,23,0.0,23,6,easy
PredictiveCat,Corner,1,29,0.0,29,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,200,6,easy
PredictiveCat,Corner,1,0,0.0,0,6,easy
PredictiveCat,Memory,1,6,0.0,6,6,easy
PredictiveCat,Random,1,7,0.0,7,6,easy
PredictiveCat,SmartRunAway,1,23,0.0,23,6,easy
PredictiveCat,Predictive,1,39,0.0,39,6,easy
PredictiveCat,RunAway,1,41,0.0,41,6,easy
PredictiveCat,RunAway,1,4,0.0,4,6,easy
PredictiveCat,Memory,1,9,0.0,9,6,easy
PredictiveCat,Random,1,18,0.0,18,6,easy
PredictiveCat,Corner,1,105,0.01,105,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,201,6,easy
PredictiveCat,Random,1,10,0.0,10,6,easy
PredictiveCat,Memory,1,29,0.0,29,6,easy
PredictiveCat,Corner,0,-1,-1,200,6,easy
PredictiveCat,RunAway,0,-1,-1,201,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,5,0.0,5,6,easy
PredictiveCat,Random,1,11,0.0,11,6,easy
PredictiveCat,SmartRunAway,1,29,0.0,29,6,easy
PredictiveCat,Corner,1,44,0.0,44,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,Corner,1,26,0.0,26,6,easy
PredictiveCat,Random,1,31,0.0,31,6,easy
PredictiveCat,Memory,1,31,0.0,31,6,easy
PredictiveCat,RunAway,1,64,0.0,64,6,easy
PredictiveCat,Predictive,1,64,0.0,64,6,easy
PredictiveCat,SmartRunAway,1,103,0.01,103,6,easy
PredictiveCat,Memory,1,16,0.0,16,6,easy
PredictiveCat,SmartRunAway,1,21,0.0,21,6,easy
PredictiveCat,Random,1,34,0.0,34,6,easy
PredictiveCat,Corner,1,37,0.0,37,6,easy
PredictiveCat,RunAway,1,58,0.0,58,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,Random,1,4,0.0,4,6,easy
PredictiveCat,Memory,1,20,0.0,20,6,easy
PredictiveCat,RunAway,1,33,0.0,33,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,200,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Corner,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,22,0.0,22,6,easy
PredictiveCat,Random,1,38,0.0,38,6,easy
PredictiveCat,Corner,1,52,0.0,52,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,200,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Random,1,12,0.0,12,6,easy
PredictiveCat,RunAway,1,17,0.0,17,6,easy
PredictiveCat,Memory,1,26,0.0,26,6,easy
PredictiveCat,SmartRunAway,1,47,0.0,47,6,easy
PredictiveCat,Corner,1,66,0.01,66,6,easy
PredictiveCat,Predictive,1,86,0.01,86,6,easy
PredictiveCat,Memory,1,6,0.0,6,6,easy
PredictiveCat,Random,1,33,0.0,33,6,easy
PredictiveCat,RunAway,1,42,0.0,42,6,easy
PredictiveCat,SmartRunAway,1,59,0.0,59,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Corner,0,-1,-1,200,6,easy
PredictiveCat,SmartRunAway,1,0,0.0,0,6,easy
PredictiveCat,Corner,1,8,0.0,8,6,easy
PredictiveCat,Random,1,16,0.0,16,6,easy
PredictiveCat,Memory,1,17,0.0,17,6,easy
PredictiveCat,RunAway,1,67,0.01,67,6,easy
PredictiveCat,Predictive,1,71,0.01,71,6,easy
PredictiveCat,Random,1,4,0.0,4,6,easy
PredictiveCat,RunAway,1,43,0.0,43,6,easy
PredictiveCat,Memory,1,85,0.01,85,6,easy
PredictiveCat,Corner,0,-1,-1,201,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,0,0.0,0,6,easy
PredictiveCat,Predictive,1,19,0.0,19,6,easy
PredictiveCat,RunAway,1,40,0.0,40,6,easy
PredictiveCat,Random,1,58,0.0,58,6,easy
PredictiveCat,Corner,1,62,0.0,62,6,easy
PredictiveCat,SmartRunAway,1,92,0.01,92,6,easy
PredictiveCat,Random,1,4,0.0,4,6,easy
PredictiveCat,Memory,1,9,0.0,9,6,easy
PredictiveCat,RunAway,1,48,0.0,48,6,easy
PredictiveCat,Corner,1,62,0.01,62,6,easy
PredictiveCat,SmartRunAway,1,93,0.01,93,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Memory,1,0,0.0,0,6,easy
PredictiveCat,Random,1,6,0.0,6,6,easy
PredictiveCat,SmartRunAway,1,49,0.0,49,6,easy
PredictiveCat,RunAway,1,52,0.0,52,6,easy
PredictiveCat,Corner,1,92,0.01,92,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Random,1,2,0.0,2,6,easy
PredictiveCat,Memory,1,6,0.0,6,6,easy
PredictiveCat,SmartRunAway,1,51,0.01,51,6,easy
PredictiveCat,Corner,1,72,0.01,72,6,easy
PredictiveCat,Predictive,1,93,0.01,93,6,easy
PredictiveCat,RunAway,1,96,0.01,96,6,easy
PredictiveCat,Random,1,5,0.0,5,6,easy
PredictiveCat,Corner,1,15,0.0,15,6,easy
PredictiveCat,Memory,1,37,0.0,37,6,easy
PredictiveCat,SmartRunAway,1,45,0.0,45,6,easy
PredictiveCat,Predictive,1,69,0.01,69,6,easy
PredictiveCat,RunAway,1,70,0.01,70,6,easy
PredictiveCat,Random,1,1,0.0,1,6,easy
PredictiveCat,Memory,1,45,0.0,45,6,easy
PredictiveCat,Corner,1,46,0.0,46,6,easy
PredictiveCat,RunAway,1,75,0.01,75,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,15,0.0,15,6,easy
PredictiveCat,Random,1,27,0.0,27,6,easy
PredictiveCat,SmartRunAway,1,48,0.0,48,6,easy
PredictiveCat,Corner,0,-1,-1,201,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,RunAway,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,10,0.0,10,6,easy
PredictiveCat,SmartRunAway,1,30,0.0,30,6,easy
PredictiveCat,Random,1,66,0.0,66,6,easy
PredictiveCat,Corner,1,85,0.01,85,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Memory,1,9,0.0,9,6,easy
PredictiveCat,Random,1,32,0.0,32,6,easy
PredictiveCat,SmartRunAway,1,79,0.0,79,6,easy
PredictiveCat,Corner,1,94,0.0,94,6,easy
PredictiveCat,RunAway,0,-1,-1,201,6,easy
PredictiveCat,Predictive,0,-1,-1,200,6,easy
PredictiveCat,Random,1,23,0.0,23,6,easy
PredictiveCat,SmartRunAway,1,37,0.0,37,6,easy
PredictiveCat,Corner,1,43,0.0,43,6,easy
PredictiveCat,Memory,1,54,0.0,54,6,easy
PredictiveCat,RunAway,1,101,0.01,101,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,Corner,1,5,0.0,5,6,easy
PredictiveCat,Memory,1,5,0.0,5,6,easy
PredictiveCat,Random,1,25,0.0,25,6,easy
PredictiveCat,RunAway,1,47,0.0,47,6,easy
PredictiveCat,SmartRunAway,1,48,0.0,48,6,easy
PredictiveCat,Predictive,1,51,0.0,51,6,easy
PredictiveCat,Corner,1,13,0.0,13,6,easy
PredictiveCat,Memory,1,17,0.0,17,6,easy
PredictiveCat,Random,1,25,0.0,25,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,201,6,easy
PredictiveCat,RunAway,0,-1,-1,201,6,easy
PredictiveCat,Random,1,1,0.0,1,6,easy
PredictiveCat,Memory,1,24,0.0,24,6,easy
PredictiveCat,Corner,1,26,0.0,26,6,easy
PredictiveCat,RunAway,1,53,0.0,53,6,easy
PredictiveCat,SmartRunAway,0,-1,-1,201,6,easy
PredictiveCat,Predictive,0,-1,-1,201,6,easy
PredictiveCat,Memory,1,17,0.0,17,6,easy
PredictiveCat,Random,1,47,0.0,47,6,easy
PredictiveCat,SmartRunAway,1,75,0.01,75,6,easy
PredictiveCat,Predictive,1,90,0.01,90,6,easy
PredictiveCat,RunAway,0,-1,-1,201,6,easy
PredictiveCat,Corner,0,-1,-1,201,6,easy
PredictiveCat,Random,1,8,0.0,8,6,easy
PredictiveCat,Memory,1,26,0.0,26,6,easy
PredictiveCat,Corner,1,60,0.0,60,6,easy
PredictiveCat,SmartRunAway,1,82,0.01,82,6,easy
PredictiveCat,Predictive,1,90,0.01,90,6,easy
PredictiveCat,RunAway,0,-1,-1,200,6,easy
PredictiveCat,Memory,1,6,0.0,6,6,easy
