trial,repeat,map,cat_strategy,mouse_strategy,skills,caught,steps
66,6,easy,PredictiveCat,QLearning,none,1,1
66,6,easy,PredictiveCat,Predictive,,1,147
66,6,easy,PredictiveCat,Predictive,teleport,1,146
67,7,easy,PredictiveCat,QLearning,none,1,5
67,7,easy,PredictiveCat,Predictive,,1,173
67,7,easy,PredictiveCat,Predictive,teleport,1,170
68,8,easy,PredictiveCat,QLearning,none,0,200
68,8,easy,PredictiveCat,Predictive,,1,171
68,8,easy,PredictiveCat,Predictive,teleport,1,163
69,9,easy,PredictiveCat,QLearning,none,0,200
69,9,easy,PredictiveCat,Predictive,,1,179
69,9,easy,PredictiveCat,Predictive,teleport,1,171
70,10,easy,PredictiveCat,QLearning,none,0,200
70,10,easy,PredictiveCat,Predictive,,1,142
70,10,easy,PredictiveCat,Predictive,teleport,1,154
71,1,easy,PredictiveCat,QLearning,none,0,200
71,1,easy,PredictiveCat,Predictive,,1,183
71,1,easy,PredictiveCat,Predictive,smoke,1,181
72,2,easy,PredictiveCat,QLearning,none,1,198
72,2,easy,PredictiveCat,Predictive,,1,155
72,2,easy,PredictiveCat,Predictive,smoke,1,158
73,3,easy,PredictiveCat,QLearning,none,1,153
73,3,easy,PredictiveCat,Predictive,,1,165
73,3,easy,PredictiveCat,Predictive,smoke,1,169
74,4,easy,PredictiveCat,QLearning,none,0,200
74,4,easy,PredictiveCat,Predictive,,1,177
74,4,easy,PredictiveCat,Predictive,smoke,1,173
75,5,easy,PredictiveCat,QLearning,none,1,4
75,5,easy,PredictiveCat,Predictive,,1,159
75,5,easy,PredictiveCat,Predictive,smoke,1,161
76,6,easy,PredictiveCat,QLearning,none,1,2
76,6,easy,PredictiveCat,Predictive,,1,167
76,6,easy,PredictiveCat,Predictive,smoke,1,170
77,7,easy,PredictiveCat,QLearning,none,0,200
77,7,easy,PredictiveCat,Predictive,,1,158
77,7,easy,PredictiveCat,Predictive,smoke,1,157
78,8,easy,PredictiveCat,QLearning,none,1,3
78,8,easy,PredictiveCat,Predictive,,1,165
78,8,easy,PredictiveCat,Predictive,smoke,1,158
79,9,easy,PredictiveCat,QLearning,none,0,200
79,9,easy,PredictiveCat,Predictive,,1,159
79,9,easy,PredictiveCat,Predictive,smoke,1,169
80,10,easy,PredictiveCat,QLearning,none,1,68
80,10,easy,PredictiveCat,Predictive,,1,176
80,10,easy,PredictiveCat,Predictive,smoke,1,177
81,1,easy,BurstMoveCat,QLearning,none,0,200
81,1,easy,BurstMoveCat,Predictive,,1,181
81,1,easy,BurstMoveCat,Predictive,dash,1,163
82,2,easy,BurstMoveCat,QLearning,none,1,12
82,2,easy,BurstMoveCat,Predictive,,1,179
82,2,easy,BurstMoveCat,Predictive,dash,1,167
83,3,easy,BurstMoveCat,QLearning,none,1,10
83,3,easy,BurstMoveCat,Predictive,,1,179
83,3,easy,BurstMoveCat,Predictive,dash,1,169
84,4,easy,BurstMoveCat,QLearning,none,0,200
84,4,easy,BurstMoveCat,Predictive,,1,170
84,4,easy,BurstMoveCat,Predictive,dash,1,180
85,5,easy,BurstMoveCat,QLearning,none,1,5
85,5,easy,BurstMoveCat,Predictive,,1,167
85,5,easy,BurstMoveCat,Predictive,dash,1,168
86,6,easy,BurstMoveCat,QLearning,none,0,200
86,6,easy,BurstMoveCat,Predictive,,1,176
86,6,easy,BurstMoveCat,Predictive,dash,1,174
87,7,easy,BurstMoveCat,QLearning,none,0,200
87,7,easy,BurstMoveCat,Predictive,,1,168
87,7,easy,BurstMoveCat,Predictive,dash,1,181
88,8,easy,BurstMoveCat,QLearning,none,0,200
88,8,easy,BurstMoveCat,Predictive,,1,168
88,8,easy,BurstMoveCat,Predictive,dash,1,178
89,9,easy,BurstMoveCat,QLearning,none,0,200
89,9,easy,BurstMoveCat,Predictive,,1,184
89,9,easy,BurstMoveCat,Predictive,dash,1,177
90,10,easy,BurstMoveCat,QLearning,none,1,3
90,10,easy,BurstMoveCat,Predictive,,1,183
90,10,easy,BurstMoveCat,Predictive,dash,1,171
91,1,easy,BurstMoveCat,QLearning,none,1,2
91,1,easy,BurstMoveCat,Predictive,,1,168
91,1,easy,BurstMoveCat,Predictive,shield,1,181
92,2,easy,BurstMoveCat,QLearning,none,1,77
92,2,easy,BurstMoveCat,Predictive,,1,174
92,2,easy,BurstMoveCat,Predictive,shield,1,158
93,3,easy,BurstMoveCat,QLearning,none,1,11
93,3,easy,BurstMoveCat,Predictive,,1,168
93,3,easy,BurstMoveCat,Predictive,shield,1,182
94,4,easy,BurstMoveCat,QLearning,none,0,200
94,4,easy,BurstMoveCat,Predictive,,1,162
94,4,easy,BurstMoveCat,Predictive,shield,1,175
95,5,easy,BurstMoveCat,QLearning,none,1,9
95,5,easy,BurstMoveCat,Predictive,,1,169
95,5,easy,BurstMoveCat,Predictive,shield,1,177
96,6,easy,BurstMoveCat,QLearning,none,0,200
96,6,easy,BurstMoveCat,Predictive,,1,184
96,6,easy,BurstMoveCat,Predictive,shield,1,174
97,7,easy,BurstMoveCat,QLearning,none,1,6
97,7,easy,BurstMoveCat,Predictive,,1,165
97,7,easy,BurstMoveCat,Predictive,shield,1,179
98,8,easy,BurstMoveCat,QLearning,none,1,5
98,8,easy,BurstMoveCat,Predictive,,1,181
98,8,easy,BurstMoveCat,Predictive,shield,1,173
99,9,easy,BurstMoveCat,QLearning,none,0,200
99,9,easy,BurstMoveCat,Predictive,,1,165
99,9,easy,BurstMoveCat,Predictive,shield,1,183
100,10,easy,BurstMoveCat,QLearning,none,1,7
100,10,easy,BurstMoveCat,Predictive,,1,168
100,10,easy,BurstMoveCat,Predictive,shield,1,177
101,1,easy,BurstMoveCat,QLearning,none,1,5
101,1,easy,BurstMoveCat,Predictive,,1,178
101,1,easy,BurstMoveCat,Predictive,teleport,1,185
102,2,easy,BurstMoveCat,QLearning,none,1,5
102,2,easy,BurstMoveCat,Predictive,,1,163
102,2,easy,BurstMoveCat,Predictive,teleport,1,177
103,3,easy,BurstMoveCat,QLearning,none,0,200
103,3,easy,BurstMoveCat,Predictive,,1,167
103,3,easy,BurstMoveCat,Predictive,teleport,1,187
104,4,easy,BurstMoveCat,QLearning,none,0,200
104,4,easy,BurstMoveCat,Predictive,,1,161
104,4,easy,BurstMoveCat,Predictive,teleport,1,177
105,5,easy,BurstMoveCat,QLearning,none,1,45
105,5,easy,BurstMoveCat,Predictive,,1,177
105,5,easy,BurstMoveCat,Predictive,teleport,1,166
106,6,easy,BurstMoveCat,QLearning,none,0,200
106,6,easy,BurstMoveCat,Predictive,,1,165
106,6,easy,BurstMoveCat,Predictive,teleport,1,172
107,7,easy,BurstMoveCat,QLearning,none,1,18
107,7,easy,BurstMoveCat,Predictive,,1,167
107,7,easy,BurstMoveCat,Predictive,teleport,1,178
108,8,easy,BurstMoveCat,QLearning,none,0,200
108,8,easy,BurstMoveCat,Predictive,,1,169
108,8,easy,BurstMoveCat,Predictive,teleport,1,173
109,9,easy,BurstMoveCat,QLearning,none,0,200
109,9,easy,BurstMoveCat,Predictive,,1,153
109,9,easy,BurstMoveCat,Predictive,teleport,1,173
110,10,easy,BurstMoveCat,QLearning,none,1,9
110,10,easy,BurstMoveCat,Predictive,,1,163
110,10,easy,BurstMoveCat,Predictive,teleport,1,154
111,1,easy,BurstMoveCat,QLearning,none,0,200
111,1,easy,BurstMoveCat,Predictive,,1,165
111,1,easy,BurstMoveCat,Predictive,smoke,1,164
112,2,easy,BurstMoveCat,QLearning,none,0,200
112,2,easy,BurstMoveCat,Predictive,,1,173
112,2,easy,BurstMoveCat,Predictive,smoke,1,176
113,3,easy,BurstMoveCat,QLearning,none,0,200
113,3,easy,BurstMoveCat,Predictive,,1,173
113,3,easy,BurstMoveCat,Predictive,smoke,1,168
114,4,easy,BurstMoveCat,QLearning,none,1,4
114,4,easy,BurstMoveCat,Predictive,,1,165
114,4,easy,BurstMoveCat,Predictive,smoke,1,170
115,5,easy,BurstMoveCat,QLearning,none,1,67
115,5,easy,BurstMoveCat,Predictive,,1,180
115,5,easy,BurstMoveCat,Predictive,smoke,1,167
116,6,easy,BurstMoveCat,QLearning,none,0,200
116,6,easy,BurstMoveCat,Predictive,,1,173
116,6,easy,BurstMoveCat,Predictive,smoke,1,156
117,7,easy,BurstMoveCat,QLearning,none,1,5
117,7,easy,BurstMoveCat,Predictive,,1,175
117,7,easy,BurstMoveCat,Predictive,smoke,1,175
118,8,easy,BurstMoveCat,QLearning,none,1,53
118,8,easy,BurstMoveCat,Predictive,,1,182
118,8,easy,BurstMoveCat,Predictive,smoke,1,170
119,9,easy,BurstMoveCat,QLearning,none,0,200
119,9,easy,BurstMoveCat,Predictive,,1,167
119,9,easy,BurstMoveCat,Predictive,smoke,1,151
120,10,easy,BurstMoveCat,QLearning,none,0,200
120,10,easy,BurstMoveCat,Predictive,,1,181
120,10,easy,BurstMoveCat,Predictive,smoke,1,166
121,1,hard,SmartCat,QLearning,none,1,5
121,1,hard,SmartCat,Predictive,,1,194
121,1,hard,SmartCat,Predictive,dash,1,187
122,2,hard,SmartCat,QLearning,none,0,200
122,2,hard,SmartCat,Predictive,,1,184
122,2,hard,SmartCat,Predictive,dash,1,181
123,3,hard,SmartCat,QLearning,none,1,11
123,3,hard,SmartCat,Predictive,,1,191
123,3,hard,SmartCat,Predictive,dash,1,191
124,4,hard,SmartCat,QLearning,none,0,200
124,4,hard,SmartCat,Predictive,,1,183
124,4,hard,SmartCat,Predictive,dash,1,171
125,5,hard,SmartCat,QLearning,none,1,26
125,5,hard,SmartCat,Predictive,,1,183
125,5,hard,SmartCat,Predictive,dash,1,190
126,6,hard,SmartCat,QLearning,none,0,200
126,6,hard,SmartCat,Predictive,,1,188
126,6,hard,SmartCat,Predictive,dash,1,190
127,7,hard,SmartCat,QLearning,none,1,11
127,7,hard,SmartCat,Predictive,,1,187
127,7,hard,SmartCat,Predictive,dash,1,194
128,8,hard,SmartCat,QLearning,none,1,3
128,8,hard,SmartCat,Predictive,,1,188
128,8,hard,SmartCat,Predictive,dash,1,183
129,9,hard,SmartCat,QLearning,none,1,9
129,9,hard,SmartCat,Predictive,,1,189
129,9,hard,SmartCat,Predictive,dash,1,195
130,10,hard,SmartCat,QLearning,none,1,139
130,10,hard,SmartCat,Predictive,,1,186
130,10,hard,SmartCat,Predictive,dash,1,186
131,1,hard,SmartCat,QLearning,none,1,146
131,1,hard,SmartCat,Predictive,,1,189
131,1,hard,SmartCat,Predictive,shield,1,193
132,2,hard,SmartCat,QLearning,none,0,200
132,2,hard,SmartCat,Predictive,,1,174
132,2,hard,SmartCat,Predictive,shield,1,164
133,3,hard,SmartCat,QLearning,none,1,17
133,3,hard,SmartCat,Predictive,,1,191
133,3,hard,SmartCat,Predictive,shield,1,176
134,4,hard,SmartCat,QLearning,none,1,3
134,4,hard,SmartCat,Predictive,,1,176
134,4,hard,SmartCat,Predictive,shield,1,170
135,5,hard,SmartCat,QLearning,none,1,1
135,5,hard,SmartCat,Predictive,,1,195
135,5,hard,SmartCat,Predictive,shield,1,192
136,6,hard,SmartCat,QLearning,none,1,22
136,6,hard,SmartCat,Predictive,,1,187
136,6,hard,SmartCat,Predictive,shield,1,177
137,7,hard,SmartCat,QLearning,none,1,120
137,7,hard,SmartCat,Predictive,,1,182
137,7,hard,SmartCat,Predictive,shield,1,186
138,8,hard,SmartCat,QLearning,none,1,4
138,8,hard,SmartCat,Predictive,,1,186
138,8,hard,SmartCat,Predictive,shield,1,171
139,9,hard,SmartCat,QLearning,none,1,11
139,9,hard,SmartCat,Predictive,,1,182
139,9,hard,SmartCat,Predictive,shield,1,181
140,10,hard,SmartCat,QLearning,none,0,200
140,10,hard,SmartCat,Predictive,,1,183
140,10,hard,SmartCat,Predictive,shield,1,185
141,1,hard,SmartCat,QLearning,none,1,86
141,1,hard,SmartCat,Predictive,,1,186
141,1,hard,SmartCat,Predictive,teleport,1,187
142,2,hard,SmartCat,QLearning,none,1,15
142,2,hard,SmartCat,Predictive,,1,187
142,2,hard,SmartCat,Predictive,teleport,1,177
143,3,hard,SmartCat,QLearning,none,1,22
143,3,hard,SmartCat,Predictive,,1,174
143,3,hard,SmartCat,Predictive,teleport,1,197
144,4,hard,SmartCat,QLearning,none,1,13
144,4,hard,SmartCat,Predictive,,1,189
144,4,hard,SmartCat,Predictive,teleport,1,188
145,5,hard,SmartCat,QLearning,none,1,18
145,5,hard,SmartCat,Predictive,,1,191
145,5,hard,SmartCat,Predictive,teleport,1,193
146,6,hard,SmartCat,QLearning,none,1,12
146,6,hard,SmartCat,Predictive,,1,187
146,6,hard,SmartCat,Predictive,teleport,1,183
147,7,hard,SmartCat,QLearning,none,1,53
147,7,hard,SmartCat,Predictive,,1,178
147,7,hard,SmartCat,Predictive,teleport,1,172
148,8,hard,SmartCat,QLearning,none,0,200
148,8,hard,SmartCat,Predictive,,1,181
148,8,hard,SmartCat,Predictive,teleport,1,181
149,9,hard,SmartCat,QLearning,none,0,200
149,9,hard,SmartCat,Predictive,,1,185
149,9,hard,SmartCat,Predictive,teleport,1,188
150,10,hard,SmartCat,QLearning,none,1,147
150,10,hard,SmartCat,Predictive,,1,181
150,10,hard,SmartCat,Predictive,teleport,1,182
151,1,hard,SmartCat,QLearning,none,1,9
151,1,hard,SmartCat,Predictive,,1,189
151,1,hard,SmartCat,Predictive,smoke,1,182
152,2,hard,SmartCat,QLearning,none,1,5
152,2,hard,SmartCat,Predictive,,1,162
152,2,hard,SmartCat,Predictive,smoke,1,184
153,3,hard,SmartCat,QLearning,none,0,200
153,3,hard,SmartCat,Predictive,,1,181
153,3,hard,SmartCat,Predictive,smoke,1,185
154,4,hard,SmartCat,QLearning,none,0,200
154,4,hard,SmartCat,Predictive,,1,180
154,4,hard,SmartCat,Predictive,smoke,1,186
155,5,hard,SmartCat,QLearning,none,1,169
155,5,hard,SmartCat,Predictive,,1,180
155,5,hard,SmartCat,Predictive,smoke,1,180
156,6,hard,SmartCat,QLearning,none,0,200
156,6,hard,SmartCat,Predictive,,1,186
156,6,hard,SmartCat,Predictive,smoke,1,192
157,7,hard,SmartCat,QLearning,none,1,20
157,7,hard,SmartCat,Predictive,,1,183
157,7,hard,SmartCat,Predictive,smoke,1,188
158,8,hard,SmartCat,QLearning,none,1,30
158,8,hard,SmartCat,Predictive,,1,184
158,8,hard,SmartCat,Predictive,smoke,1,194
159,9,hard,SmartCat,QLearning,none,1,23
159,9,hard,SmartCat,Predictive,,1,189
159,9,hard,SmartCat,Predictive,smoke,1,189
160,10,hard,SmartCat,QLearning,none,1,105
160,10,hard,SmartCat,Predictive,,1,183
160,10,hard,SmartCat,Predictive,smoke,1,191
161,1,hard,PredictiveCat,QLearning,none,0,200
161,1,hard,PredictiveCat,Predictive,,1,167
161,1,hard,PredictiveCat,Predictive,dash,1,165
162,2,hard,PredictiveCat,QLearning,none,1,18
162,2,hard,PredictiveCat,Predictive,,1,182
162,2,hard,PredictiveCat,Predictive,dash,1,177
163,3,hard,PredictiveCat,QLearning,none,0,200
163,3,hard,PredictiveCat,Predictive,,1,142
163,3,hard,PredictiveCat,Predictive,dash,1,149
164,4,hard,PredictiveCat,QLearning,none,0,200
164,4,hard,PredictiveCat,Predictive,,1,168
164,4,hard,PredictiveCat,Predictive,dash,1,169
165,5,hard,PredictiveCat,QLearning,none,0,200
165,5,hard,PredictiveCat,Predictive,,1,174
165,5,hard,PredictiveCat,Predictive,dash,1,169
166,6,hard,PredictiveCat,QLearning,none,1,6
166,6,hard,PredictiveCat,Predictive,,1,195
166,6,hard,PredictiveCat,Predictive,dash,1,196
167,7,hard,PredictiveCat,QLearning,none,1,48
167,7,hard,PredictiveCat,Predictive,,1,175
167,7,hard,PredictiveCat,Predictive,dash,1,173
168,8,hard,PredictiveCat,QLearning,none,1,9
168,8,hard,PredictiveCat,Predictive,,1,153
168,8,hard,PredictiveCat,Predictive,dash,1,159
169,9,hard,PredictiveCat,QLearning,none,1,42
169,9,hard,PredictiveCat,Predictive,,1,179
169,9,hard,PredictiveCat,Predictive,dash,1,182
170,10,hard,PredictiveCat,QLearning,none,1,50
170,10,hard,PredictiveCat,Predictive,,1,179
170,10,hard,PredictiveCat,Predictive,dash,1,185
171,1,hard,PredictiveCat,QLearning,none,1,42
171,1,hard,PredictiveCat,Predictive,,1,162
171,1,hard,PredictiveCat,Predictive,shield,1,168
172,2,hard,PredictiveCat,QLearning,none,0,200
172,2,hard,PredictiveCat,Predictive,,1,134
172,2,hard,PredictiveCat,Predictive,shield,1,142
173,3,hard,PredictiveCat,QLearning,none,1,143
173,3,hard,PredictiveCat,Predictive,,1,176
173,3,hard,PredictiveCat,Predictive,shield,1,180
174,4,hard,PredictiveCat,QLearning,none,0,200
174,4,hard,PredictiveCat,Predictive,,1,197
174,4,hard,PredictiveCat,Predictive,shield,1,186
175,5,hard,PredictiveCat,QLearning,none,1,74
175,5,hard,PredictiveCat,Predictive,,1,163
175,5,hard,PredictiveCat,Predictive,shield,1,165
176,6,hard,PredictiveCat,QLearning,none,1,72
176,6,hard,PredictiveCat,Predictive,,1,174
176,6,hard,PredictiveCat,Predictive,shield,1,179
177,7,hard,PredictiveCat,QLearning,none,1,19
177,7,hard,PredictiveCat,Predictive,,1,195
177,7,hard,PredictiveCat,Predictive,shield,1,192
178,8,hard,PredictiveCat,QLearning,none,1,111
178,8,hard,PredictiveCat,Predictive,,1,196
178,8,hard,PredictiveCat,Predictive,shield,1,191
179,9,hard,PredictiveCat,QLearning,none,1,25
179,9,hard,PredictiveCat,Predictive,,1,172
179,9,hard,PredictiveCat,Predictive,shield,1,183
180,10,hard,PredictiveCat,QLearning,none,0,200
180,10,hard,PredictiveCat,Predictive,,1,147
180,10,hard,PredictiveCat,Predictive,shield,1,149
181,1,hard,PredictiveCat,QLearning,none,1,98
181,1,hard,PredictiveCat,Predictive,,1,169
181,1,hard,PredictiveCat,Predictive,teleport,1,173
182,2,hard,PredictiveCat,QLearning,none,0,200
182,2,hard,PredictiveCat,Predictive,,1,162
182,2,hard,PredictiveCat,Predictive,teleport,1,161
