trial,repeat,map,cat_strategy,mouse_strategy,skills,caught,steps
183,3,hard,PredictiveCat,QLearning,none,1,14
183,3,hard,PredictiveCat,Predictive,,1,171
183,3,hard,PredictiveCat,Predictive,teleport,1,177
184,4,hard,PredictiveCat,QLearning,none,1,88
184,4,hard,PredictiveCat,Predictive,,1,174
184,4,hard,PredictiveCat,Predictive,teleport,1,168
185,5,hard,PredictiveCat,QLearning,none,1,84
185,5,hard,PredictiveCat,Predictive,,1,187
185,5,hard,PredictiveCat,Predictive,teleport,1,183
186,6,hard,PredictiveCat,QLearning,none,0,200
186,6,hard,PredictiveCat,Predictive,,1,155
186,6,hard,PredictiveCat,Predictive,teleport,1,149
187,7,hard,PredictiveCat,QLearning,none,1,6
187,7,hard,PredictiveCat,Predictive,,1,177
187,7,hard,PredictiveCat,Predictive,teleport,1,177
188,8,hard,PredictiveCat,QLearning,none,0,200
188,8,hard,PredictiveCat,Predictive,,1,139
188,8,hard,PredictiveCat,Predictive,teleport,1,145
189,9,hard,PredictiveCat,QLearning,none,1,48
189,9,hard,PredictiveCat,Predictive,,1,184
189,9,hard,PredictiveCat,Predictive,teleport,1,186
190,10,hard,PredictiveCat,QLearning,none,1,40
190,10,hard,PredictiveCat,Predictive,,1,191
190,10,hard,PredictiveCat,Predictive,teleport,1,192
191,1,hard,PredictiveCat,QLearning,none,0,200
191,1,hard,PredictiveCat,Predictive,,1,152
191,1,hard,PredictiveCat,Predictive,smoke,1,151
192,2,hard,PredictiveCat,QLearning,none,0,200
192,2,hard,PredictiveCat,Predictive,,1,161
192,2,hard,PredictiveCat,Predictive,smoke,1,171
193,3,hard,PredictiveCat,QLearning,none,1,15
193,3,hard,PredictiveCat,Predictive,,1,179
193,3,hard,PredictiveCat,Predictive,smoke,1,181
194,4,hard,PredictiveCat,QLearning,none,1,42
194,4,hard,PredictiveCat,Predictive,,1,162
194,4,hard,PredictiveCat,Predictive,smoke,1,159
195,5,hard,PredictiveCat,QLearning,none,0,200
195,5,hard,PredictiveCat,Predictive,,1,166
195,5,hard,PredictiveCat,Predictive,smoke,1,162
196,6,hard,PredictiveCat,QLearning,none,0,200
196,6,hard,PredictiveCat,Predictive,,1,166
196,6,hard,PredictiveCat,Predictive,smoke,1,169
197,7,hard,PredictiveCat,QLearning,none,1,27
197,7,hard,PredictiveCat,Predictive,,1,154
197,7,hard,PredictiveCat,Predictive,smoke,1,143
198,8,hard,PredictiveCat,QLearning,none,0,200
198,8,hard,PredictiveCat,Predictive,,1,161
198,8,hard,PredictiveCat,Predictive,smoke,1,169
199,9,hard,PredictiveCat,QLearning,none,1,60
199,9,hard,PredictiveCat,Predictive,,1,188
199,9,hard,PredictiveCat,Predictive,smoke,1,187
200,10,hard,PredictiveCat,QLearning,none,1,78
200,10,hard,PredictiveCat,Predictive,,1,177
200,10,hard,PredictiveCat,Predictive,smoke,1,183
201,1,hard,BurstMoveCat,QLearning,none,1,6
201,1,hard,BurstMoveCat,Predictive,,1,189
201,1,hard,BurstMoveCat,Predictive,dash,1,193
202,2,hard,BurstMoveCat,QLearning,none,1,6
202,2,hard,BurstMoveCat,Predictive,,1,186
202,2,hard,BurstMoveCat,Predictive,dash,1,174
203,3,hard,BurstMoveCat,QLearning,none,0,200
203,3,hard,BurstMoveCat,Predictive,,1,181
203,3,hard,BurstMoveCat,Predictive,dash,1,176
204,4,hard,BurstMoveCat,QLearning,none,1,27
204,4,hard,BurstMoveCat,Predictive,,1,176
204,4,hard,BurstMoveCat,Predictive,dash,1,187
205,5,hard,BurstMoveCat,QLearning,none,0,200
205,5,hard,BurstMoveCat,Predictive,,1,179
205,5,hard,BurstMoveCat,Predictive,dash,1,169
206,6,hard,BurstMoveCat,QLearning,none,1,8
206,6,hard,BurstMoveCat,Predictive,,1,186
206,6,hard,BurstMoveCat,Predictive,dash,1,187
207,7,hard,BurstMoveCat,QLearning,none,0,200
207,7,hard,BurstMoveCat,Predictive,,1,169
207,7,hard,BurstMoveCat,Predictive,dash,1,189
208,8,hard,BurstMoveCat,QLearning,none,1,19
208,8,hard,BurstMoveCat,Predictive,,1,176
208,8,hard,BurstMoveCat,Predictive,dash,1,195
209,9,hard,BurstMoveCat,QLearning,none,1,28
209,9,hard,BurstMoveCat,Predictive,,1,188
209,9,hard,BurstMoveCat,Predictive,dash,1,178
210,10,hard,BurstMoveCat,QLearning,none,0,200
210,10,hard,BurstMoveCat,Predictive,,1,177
210,10,hard,BurstMoveCat,Predictive,dash,1,189
211,1,hard,BurstMoveCat,QLearning,none,0,200
211,1,hard,BurstMoveCat,Predictive,,1,182
211,1,hard,BurstMoveCat,Predictive,shield,1,182
212,2,hard,BurstMoveCat,QLearning,none,1,79
212,2,hard,BurstMoveCat,Predictive,,1,192
212,2,hard,BurstMoveCat,Predictive,shield,1,181
213,3,hard,BurstMoveCat,QLearning,none,1,24
213,3,hard,BurstMoveCat,Predictive,,1,185
213,3,hard,BurstMoveCat,Predictive,shield,1,173
214,4,hard,BurstMoveCat,QLearning,none,1,18
214,4,hard,BurstMoveCat,Predictive,,1,156
214,4,hard,BurstMoveCat,Predictive,shield,1,175
215,5,hard,BurstMoveCat,QLearning,none,0,200
215,5,hard,BurstMoveCat,Predictive,,1,176
215,5,hard,BurstMoveCat,Predictive,shield,1,190
216,6,hard,BurstMoveCat,QLearning,none,0,200
216,6,hard,BurstMoveCat,Predictive,,1,185
216,6,hard,BurstMoveCat,Predictive,shield,1,176
217,7,hard,BurstMoveCat,QLearning,none,1,188
217,7,hard,BurstMoveCat,Predictive,,1,162
217,7,hard,BurstMoveCat,Predictive,shield,1,180
218,8,hard,BurstMoveCat,QLearning,none,1,41
218,8,hard,BurstMoveCat,Predictive,,1,193
218,8,hard,BurstMoveCat,Predictive,shield,1,189
219,9,hard,BurstMoveCat,QLearning,none,0,200
219,9,hard,BurstMoveCat,Predictive,,1,185
219,9,hard,BurstMoveCat,Predictive,shield,1,165
220,10,hard,BurstMoveCat,QLearning,none,0,200
220,10,hard,BurstMoveCat,Predictive,,1,184
220,10,hard,BurstMoveCat,Predictive,shield,1,172
221,1,hard,BurstMoveCat,QLearning,none,0,200
221,1,hard,BurstMoveCat,Predictive,,1,173
221,1,hard,BurstMoveCat,Predictive,teleport,1,187
222,2,hard,BurstMoveCat,QLearning,none,0,200
222,2,hard,BurstMoveCat,Predictive,,1,186
222,2,hard,BurstMoveCat,Predictive,teleport,1,190
223,3,hard,BurstMoveCat,QLearning,none,0,200
223,3,hard,BurstMoveCat,Predictive,,1,160
223,3,hard,BurstMoveCat,Predictive,teleport,1,181
224,4,hard,BurstMoveCat,QLearning,none,1,0
224,4,hard,BurstMoveCat,Predictive,,1,172
224,4,hard,BurstMoveCat,Predictive,teleport,1,187
225,5,hard,BurstMoveCat,QLearning,none,0,200
225,5,hard,BurstMoveCat,Predictive,,1,186
225,5,hard,BurstMoveCat,Predictive,teleport,1,167
226,6,hard,BurstMoveCat,QLearning,none,1,5
226,6,hard,BurstMoveCat,Predictive,,1,174
226,6,hard,BurstMoveCat,Predictive,teleport,1,152
227,7,hard,BurstMoveCat,QLearning,none,0,200
227,7,hard,BurstMoveCat,Predictive,,1,183
227,7,hard,BurstMoveCat,Predictive,teleport,1,172
228,8,hard,BurstMoveCat,QLearning,none,1,27
228,8,hard,BurstMoveCat,Predictive,,1,161
228,8,hard,BurstMoveCat,Predictive,teleport,1,177
229,9,hard,BurstMoveCat,QLearning,none,1,6
229,9,hard,BurstMoveCat,Predictive,,1,181
229,9,hard,BurstMoveCat,Predictive,teleport,1,171
230,10,hard,BurstMoveCat,QLearning,none,1,28
230,10,hard,BurstMoveCat,Predictive,,1,176
230,10,hard,BurstMoveCat,Predictive,teleport,1,192
231,1,hard,BurstMoveCat,QLearning,none,1,26
231,1,hard,BurstMoveCat,Predictive,,1,180
231,1,hard,BurstMoveCat,Predictive,smoke,1,164
232,2,hard,BurstMoveCat,QLearning,none,0,200
232,2,hard,BurstMoveCat,Predictive,,1,169
232,2,hard,BurstMoveCat,Predictive,smoke,1,189
233,3,hard,BurstMoveCat,QLearning,none,1,7
233,3,hard,BurstMoveCat,Predictive,,1,159
233,3,hard,BurstMoveCat,Predictive,smoke,1,171
234,4,hard,BurstMoveCat,QLearning,none,1,9
234,4,hard,BurstMoveCat,Predictive,,1,181
234,4,hard,BurstMoveCat,Predictive,smoke,1,179
235,5,hard,BurstMoveCat,QLearning,none,0,200
235,5,hard,BurstMoveCat,Predictive,,1,168
235,5,hard,BurstMoveCat,Predictive,smoke,1,180
236,6,hard,BurstMoveCat,QLearning,none,0,200
236,6,hard,BurstMoveCat,Predictive,,1,183
236,6,hard,BurstMoveCat,Predictive,smoke,1,189
237,7,hard,BurstMoveCat,QLearning,none,1,23
237,7,hard,BurstMoveCat,Predictive,,1,173
237,7,hard,BurstMoveCat,Predictive,smoke,1,181
238,8,hard,BurstMoveCat,QLearning,none,1,8
238,8,hard,BurstMoveCat,Predictive,,1,189
238,8,hard,BurstMoveCat,Predictive,smoke,1,163
239,9,hard,BurstMoveCat,QLearning,none,1,16
239,9,hard,BurstMoveCat,Predictive,,1,166
239,9,hard,BurstMoveCat,Predictive,smoke,1,187
240,10,hard,BurstMoveCat,QLearning,none,0,200
240,10,hard,BurstMoveCat,Predictive,,1,172
240,10,hard,BurstMoveCat,Predictive,smoke,1,170
