trial,repeat,map,cat_strategy,mouse_strategy,skills,caught,steps
78,28,easy,PredictiveCat,Memory,,1,190
78,28,easy,PredictiveCat,SmartRunAway,,1,166
78,28,easy,PredictiveCat,Predictive,,1,161
78,28,easy,PredictiveCat,Predictive,teleport,1,168
78,28,easy,PredictiveCat,QLearning,none,0,200
79,29,easy,PredictiveCat,Random,,1,185
79,29,easy,PredictiveCat,RunAway,,1,175
79,29,easy,PredictiveCat,Corner,,1,181
79,29,easy,PredictiveCat,Memory,,1,197
79,29,easy,PredictiveCat,SmartRunAway,,1,176
79,29,easy,PredictiveCat,Predictive,,1,176
79,29,easy,PredictiveCat,Predictive,teleport,1,180
79,29,easy,PredictiveCat,QLearning,none,0,200
80,30,easy,PredictiveCat,Random,,1,182
80,30,easy,PredictiveCat,RunAway,,1,162
80,30,easy,PredictiveCat,Corner,,1,175
80,30,easy,PredictiveCat,Memory,,1,193
80,30,easy,PredictiveCat,SmartRunAway,,1,171
80,30,easy,PredictiveCat,Predictive,,1,167
80,30,easy,PredictiveCat,Predictive,teleport,1,170
80,30,easy,PredictiveCat,QLearning,none,0,200
81,31,easy,PredictiveCat,QLearning,none,1,17
81,31,easy,PredictiveCat,Random,,1,172
81,31,easy,PredictiveCat,RunAway,,1,157
81,31,easy,PredictiveCat,Corner,,1,169
81,31,easy,PredictiveCat,Memory,,1,195
81,31,easy,PredictiveCat,SmartRunAway,,1,159
81,31,easy,PredictiveCat,Predictive,,1,163
81,31,easy,PredictiveCat,Predictive,teleport,1,166
82,32,easy,PredictiveCat,Random,,1,167
82,32,easy,PredictiveCat,RunAway,,1,161
82,32,easy,PredictiveCat,Corner,,1,171
82,32,easy,PredictiveCat,Memory,,1,192
82,32,easy,PredictiveCat,SmartRunAway,,1,163
82,32,easy,PredictiveCat,Predictive,,1,165
82,32,easy,PredictiveCat,Predictive,teleport,1,171
82,32,easy,PredictiveCat,QLearning,none,0,200
83,33,easy,PredictiveCat,QLearning,none,1,44
83,33,easy,PredictiveCat,Random,,1,182
83,33,easy,PredictiveCat,RunAway,,1,164
83,33,easy,PredictiveCat,Corner,,1,172
83,33,easy,PredictiveCat,Memory,,1,189
83,33,easy,PredictiveCat,SmartRunAway,,1,161
83,33,easy,PredictiveCat,Predictive,,1,166
83,33,easy,PredictiveCat,Predictive,teleport,1,162
84,34,easy,PredictiveCat,Random,,1,163
84,34,easy,PredictiveCat,RunAway,,1,160
84,34,easy,PredictiveCat,Corner,,1,159
84,34,easy,PredictiveCat,Memory,,1,192
84,34,easy,PredictiveCat,SmartRunAway,,1,154
84,34,easy,PredictiveCat,Predictive,,1,166
84,34,easy,PredictiveCat,Predictive,teleport,1,168
84,34,easy,PredictiveCat,QLearning,none,0,200
85,35,easy,PredictiveCat,QLearning,none,1,16
85,35,easy,PredictiveCat,Random,,1,184
85,35,easy,PredictiveCat,RunAway,,1,159
85,35,easy,PredictiveCat,Corner,,1,171
85,35,easy,PredictiveCat,Memory,,1,194
85,35,easy,PredictiveCat,SmartRunAway,,1,164
85,35,easy,PredictiveCat,Predictive,,1,163
85,35,easy,PredictiveCat,Predictive,teleport,1,170
86,36,easy,PredictiveCat,Random,,1,178
86,36,easy,PredictiveCat,RunAway,,1,163
86,36,easy,PredictiveCat,Corner,,1,171
86,36,easy,PredictiveCat,Memory,,1,193
86,36,easy,PredictiveCat,SmartRunAway,,1,165
86,36,easy,PredictiveCat,Predictive,,1,163
86,36,easy,PredictiveCat,Predictive,teleport,1,162
86,36,easy,PredictiveCat,QLearning,none,0,200
87,37,easy,PredictiveCat,Random,,1,160
87,37,easy,PredictiveCat,RunAway,,1,157
87,37,easy,PredictiveCat,Corner,,1,164
87,37,easy,PredictiveCat,Memory,,1,195
87,37,easy,PredictiveCat,SmartRunAway,,1,156
87,37,easy,PredictiveCat,Predictive,,1,154
87,37,easy,PredictiveCat,Predictive,teleport,1,163
87,37,easy,PredictiveCat,QLearning,none,0,200
88,38,easy,PredictiveCat,Random,,1,186
88,38,easy,PredictiveCat,RunAway,,1,172
88,38,easy,PredictiveCat,Corner,,1,180
88,38,easy,PredictiveCat,Memory,,1,193
88,38,easy,PredictiveCat,SmartRunAway,,1,177
88,38,easy,PredictiveCat,Predictive,,1,174
88,38,easy,PredictiveCat,Predictive,teleport,1,175
88,38,easy,PredictiveCat,QLearning,none,0,200
89,39,easy,PredictiveCat,Random,,1,167
89,39,easy,PredictiveCat,RunAway,,1,169
89,39,easy,PredictiveCat,Corner,,1,176
89,39,easy,PredictiveCat,Memory,,1,195
89,39,easy,PredictiveCat,SmartRunAway,,1,168
89,39,easy,PredictiveCat,Predictive,,1,166
89,39,easy,PredictiveCat,Predictive,teleport,1,165
89,39,easy,PredictiveCat,QLearning,none,0,200
90,40,easy,PredictiveCat,Random,,1,176
90,40,easy,PredictiveCat,RunAway,,1,164
90,40,easy,PredictiveCat,Corner,,1,166
90,40,easy,PredictiveCat,Memory,,1,198
90,40,easy,PredictiveCat,SmartRunAway,,1,164
90,40,easy,PredictiveCat,Predictive,,1,169
90,40,easy,PredictiveCat,Predictive,teleport,1,168
90,40,easy,PredictiveCat,QLearning,none,0,200
91,41,easy,PredictiveCat,QLearning,none,1,20
91,41,easy,PredictiveCat,Random,,1,184
91,41,easy,PredictiveCat,RunAway,,1,169
91,41,easy,PredictiveCat,Corner,,1,174
91,41,easy,PredictiveCat,Memory,,1,196
91,41,easy,PredictiveCat,SmartRunAway,,1,171
91,41,easy,PredictiveCat,Predictive,,1,177
91,41,easy,PredictiveCat,Predictive,teleport,1,166
92,42,easy,PredictiveCat,Random,,1,169
92,42,easy,PredictiveCat,RunAway,,1,153
92,42,easy,PredictiveCat,Corner,,1,160
92,42,easy,PredictiveCat,Memory,,1,195
92,42,easy,PredictiveCat,SmartRunAway,,1,158
92,42,easy,PredictiveCat,Predictive,,1,154
92,42,easy,PredictiveCat,Predictive,teleport,1,163
92,42,easy,PredictiveCat,QLearning,none,0,200
93,43,easy,PredictiveCat,Random,,1,180
93,43,easy,PredictiveCat,RunAway,,1,160
93,43,easy,PredictiveCat,Corner,,1,166
93,43,easy,PredictiveCat,Memory,,1,188
93,43,easy,PredictiveCat,SmartRunAway,,1,165
93,43,easy,PredictiveCat,Predictive,,1,167
93,43,easy,PredictiveCat,Predictive,teleport,1,160
93,43,easy,PredictiveCat,QLearning,none,0,200
94,44,easy,PredictiveCat,Random,,1,165
94,44,easy,PredictiveCat,RunAway,,1,158
94,44,easy,PredictiveCat,Corner,,1,168
94,44,easy,PredictiveCat,Memory,,1,190
94,44,easy,PredictiveCat,SmartRunAway,,1,161
94,44,easy,PredictiveCat,Predictive,,1,162
94,44,easy,PredictiveCat,Predictive,teleport,1,157
94,44,easy,PredictiveCat,QLearning,none,0,200
95,45,easy,PredictiveCat,Random,,1,180
95,45,easy,PredictiveCat,RunAway,,1,167
95,45,easy,PredictiveCat,Corner,,1,172
95,45,easy,PredictiveCat,Memory,,1,194
95,45,easy,PredictiveCat,SmartRunAway,,1,172
95,45,easy,PredictiveCat,Predictive,,1,168
95,45,easy,PredictiveCat,Predictive,teleport,1,175
95,45,easy,PredictiveCat,QLearning,none,0,200
96,46,easy,PredictiveCat,QLearning,none,1,84
96,46,easy,PredictiveCat,Random,,1,174
96,46,easy,PredictiveCat,RunAway,,1,165
96,46,easy,PredictiveCat,Corner,,1,164
96,46,easy,PredictiveCat,Memory,,1,194
96,46,easy,PredictiveCat,SmartRunAway,,1,161
96,46,easy,PredictiveCat,Predictive,,1,164
96,46,easy,PredictiveCat,Predictive,teleport,1,165
97,47,easy,PredictiveCat,QLearning,none,1,164
97,47,easy,PredictiveCat,Random,,1,187
97,47,easy,PredictiveCat,RunAway,,1,177
97,47,easy,PredictiveCat,Corner,,1,181
97,47,easy,PredictiveCat,Memory,,1,192
97,47,easy,PredictiveCat,SmartRunAway,,1,175
97,47,easy,PredictiveCat,Predictive,,1,180
97,47,easy,PredictiveCat,Predictive,teleport,1,179
98,48,easy,PredictiveCat,Random,,1,163
98,48,easy,PredictiveCat,RunAway,,1,152
98,48,easy,PredictiveCat,Corner,,1,165
98,48,easy,PredictiveCat,Memory,,1,193
98,48,easy,PredictiveCat,SmartRunAway,,1,157
98,48,easy,PredictiveCat,Predictive,,1,171
98,48,easy,PredictiveCat,Predictive,teleport,1,160
98,48,easy,PredictiveCat,QLearning,none,0,200
99,49,easy,PredictiveCat,Random,,1,182
99,49,easy,PredictiveCat,RunAway,,1,170
99,49,easy,PredictiveCat,Corner,,1,171
99,49,easy,PredictiveCat,Memory,,1,192
99,49,easy,PredictiveCat,SmartRunAway,,1,171
99,49,easy,PredictiveCat,Predictive,,1,171
99,49,easy,PredictiveCat,Predictive,teleport,1,163
99,49,easy,PredictiveCat,QLearning,none,0,200
100,50,easy,PredictiveCat,QLearning,none,1,0
100,50,easy,PredictiveCat,Random,,1,183
100,50,easy,PredictiveCat,RunAway,,1,167
100,50,easy,PredictiveCat,Corner,,1,172
100,50,easy,PredictiveCat,Memory,,1,194
100,50,easy,PredictiveCat,SmartRunAway,,1,161
100,50,easy,PredictiveCat,Predictive,,1,165
100,50,easy,PredictiveCat,Predictive,teleport,1,165
101,1,easy,BurstMoveCat,QLearning,none,1,3
101,1,easy,BurstMoveCat,Random,,1,185
101,1,easy,BurstMoveCat,RunAway,,1,169
101,1,easy,BurstMoveCat,Corner,,1,165
101,1,easy,BurstMoveCat,Memory,,1,198
101,1,easy,BurstMoveCat,SmartRunAway,,1,169
101,1,easy,BurstMoveCat,Predictive,,1,150
101,1,easy,BurstMoveCat,Predictive,teleport,1,173
102,2,easy,BurstMoveCat,Random,,1,188
102,2,easy,BurstMoveCat,RunAway,,1,180
102,2,easy,BurstMoveCat,Corner,,1,180
102,2,easy,BurstMoveCat,Memory,,1,181
102,2,easy,BurstMoveCat,SmartRunAway,,1,183
102,2,easy,BurstMoveCat,Predictive,,1,181
102,2,easy,BurstMoveCat,Predictive,teleport,1,183
102,2,easy,BurstMoveCat,QLearning,none,0,200
103,3,easy,BurstMoveCat,Random,,1,182
103,3,easy,BurstMoveCat,RunAway,,1,174
103,3,easy,BurstMoveCat,Corner,,1,177
103,3,easy,BurstMoveCat,Memory,,1,189
103,3,easy,BurstMoveCat,SmartRunAway,,1,169
103,3,easy,BurstMoveCat,Predictive,,1,171
103,3,easy,BurstMoveCat,Predictive,teleport,1,171
103,3,easy,BurstMoveCat,QLearning,none,0,200
104,4,easy,BurstMoveCat,QLearning,none,1,5
104,4,easy,BurstMoveCat,Random,,1,195
104,4,easy,BurstMoveCat,RunAway,,1,185
104,4,easy,BurstMoveCat,Corner,,1,189
104,4,easy,BurstMoveCat,Memory,,1,185
104,4,easy,BurstMoveCat,SmartRunAway,,1,187
104,4,easy,BurstMoveCat,Predictive,,1,188
104,4,easy,BurstMoveCat,Predictive,teleport,1,189
105,5,easy,BurstMoveCat,Random,,1,174
105,5,easy,BurstMoveCat,RunAway,,1,172
105,5,easy,BurstMoveCat,Corner,,1,177
105,5,easy,BurstMoveCat,Memory,,1,183
105,5,easy,BurstMoveCat,SmartRunAway,,1,172
105,5,easy,BurstMoveCat,Predictive,,1,180
105,5,easy,BurstMoveCat,Predictive,teleport,1,176
105,5,easy,BurstMoveCat,QLearning,none,0,200
106,6,easy,BurstMoveCat,Random,,1,178
106,6,easy,BurstMoveCat,RunAway,,1,177
106,6,easy,BurstMoveCat,Corner,,1,179
106,6,easy,BurstMoveCat,Memory,,1,198
106,6,easy,BurstMoveCat,SmartRunAway,,1,179
106,6,easy,BurstMoveCat,Predictive,,1,178
106,6,easy,BurstMoveCat,Predictive,teleport,1,183
106,6,easy,BurstMoveCat,QLearning,none,0,200
107,7,easy,BurstMoveCat,QLearning,none,1,78
107,7,easy,BurstMoveCat,Random,,1,182
107,7,easy,BurstMoveCat,RunAway,,1,176
107,7,easy,BurstMoveCat,Corner,,1,176
107,7,easy,BurstMoveCat,Memory,,1,191
107,7,easy,BurstMoveCat,SmartRunAway,,1,178
107,7,easy,BurstMoveCat,Predictive,,1,180
107,7,easy,BurstMoveCat,Predictive,teleport,1,175
108,8,easy,BurstMoveCat,QLearning,none,1,14
108,8,easy,BurstMoveCat,Random,,1,156
108,8,easy,BurstMoveCat,RunAway,,1,177
108,8,easy,BurstMoveCat,Corner,,1,169
108,8,easy,BurstMoveCat,Memory,,1,197
108,8,easy,BurstMoveCat,SmartRunAway,,1,177
108,8,easy,BurstMoveCat,Predictive,,1,172
108,8,easy,BurstMoveCat,Predictive,teleport,1,171
109,9,easy,BurstMoveCat,Random,,1,195
109,9,easy,BurstMoveCat,RunAway,,1,184
109,9,easy,BurstMoveCat,Corner,,1,190
109,9,easy,BurstMoveCat,Memory,,1,191
109,9,easy,BurstMoveCat,SmartRunAway,,1,188
109,9,easy,BurstMoveCat,Predictive,,1,185
109,9,easy,BurstMoveCat,Predictive,teleport,1,192
109,9,easy,BurstMoveCat,QLearning,none,0,200
110,10,easy,BurstMoveCat,Random,,1,169
110,10,easy,BurstMoveCat,RunAway,,1,168
110,10,easy,BurstMoveCat,Corner,,1,164
110,10,easy,BurstMoveCat,Memory,,1,192
110,10,easy,BurstMoveCat,SmartRunAway,,1,176
110,10,easy,BurstMoveCat,Predictive,,1,174
110,10,easy,BurstMoveCat,Predictive,teleport,1,175
110,10,easy,BurstMoveCat,QLearning,none,0,200
111,11,easy,BurstMoveCat,Random,,1,196
111,11,easy,BurstMoveCat,RunAway,,1,185
111,11,easy,BurstMoveCat,Corner,,1,190
111,11,easy,BurstMoveCat,Memory,,1,190
111,11,easy,BurstMoveCat,SmartRunAway,,1,187
111,11,easy,BurstMoveCat,Predictive,,1,185
111,11,easy,BurstMoveCat,Predictive,teleport,1,186
111,11,easy,BurstMoveCat,QLearning,none,0,200
112,12,easy,BurstMoveCat,QLearning,none,1,70
112,12,easy,BurstMoveCat,Random,,1,193
112,12,easy,BurstMoveCat,RunAway,,1,182
112,12,easy,BurstMoveCat,Corner,,1,182
112,12,easy,BurstMoveCat,Memory,,1,181
112,12,easy,BurstMoveCat,SmartRunAway,,1,183
112,12,easy,BurstMoveCat,Predictive,,1,182
112,12,easy,BurstMoveCat,Predictive,teleport,1,182
113,13,easy,BurstMoveCat,QLearning,none,1,9
113,13,easy,BurstMoveCat,Random,,1,190
113,13,easy,BurstMoveCat,RunAway,,1,174
113,13,easy,BurstMoveCat,Corner,,1,179
113,13,easy,BurstMoveCat,Memory,,1,179
113,13,easy,BurstMoveCat,SmartRunAway,,1,183
113,13,easy,BurstMoveCat,Predictive,,1,182
113,13,easy,BurstMoveCat,Predictive,teleport,1,185
114,14,easy,BurstMoveCat,Random,,1,176
114,14,easy,BurstMoveCat,RunAway,,1,169
114,14,easy,BurstMoveCat,Corner,,1,173
114,14,easy,BurstMoveCat,Memory,,1,191
114,14,easy,BurstMoveCat,SmartRunAway,,1,176
114,14,easy,BurstMoveCat,Predictive,,1,167
114,14,easy,BurstMoveCat,Predictive,teleport,1,169
114,14,easy,BurstMoveCat,QLearning,none,0,200
115,15,easy,BurstMoveCat,QLearning,none,1,10
115,15,easy,BurstMoveCat,Random,,1,156
115,15,easy,BurstMoveCat,RunAway,,1,160
115,15,easy,BurstMoveCat,Corner,,1,170
115,15,easy,BurstMoveCat,Memory,,1,197
115,15,easy,BurstMoveCat,SmartRunAway,,1,157
115,15,easy,BurstMoveCat,Predictive,,1,161
115,15,easy,BurstMoveCat,Predictive,teleport,1,168
116,16,easy,BurstMoveCat,Random,,1,160
116,16,easy,BurstMoveCat,RunAway,,1,164
116,16,easy,BurstMoveCat,Corner,,1,172
116,16,easy,BurstMoveCat,Memory,,1,196
116,16,easy,BurstMoveCat,SmartRunAway,,1,170
116,16,easy,BurstMoveCat,Predictive,,1,169
116,16,easy,BurstMoveCat,Predictive,teleport,1,170
116,16,easy,BurstMoveCat,QLearning,none,0,200
117,17,easy,BurstMoveCat,Random,,1,179
117,17,easy,BurstMoveCat,RunAway,,1,174
117,17,easy,BurstMoveCat,Corner,,1,180
117,17,easy,BurstMoveCat,Memory,,1,185
117,17,easy,BurstMoveCat,SmartRunAway,,1,170
117,17,easy,BurstMoveCat,Predictive,,1,173
117,17,easy,BurstMoveCat,Predictive,teleport,1,170
117,17,easy,BurstMoveCat,QLearning,none,0,200
118,18,easy,BurstMoveCat,Random,,1,153
118,18,easy,BurstMoveCat,RunAway,,1,168
118,18,easy,BurstMoveCat,Corner,,1,164
118,18,easy,BurstMoveCat,Memory,,1,198
118,18,easy,BurstMoveCat,SmartRunAway,,1,169
118,18,easy,BurstMoveCat,Predictive,,1,164
118,18,easy,BurstMoveCat,Predictive,teleport,1,170
118,18,easy,BurstMoveCat,QLearning,none,0,200
119,19,easy,BurstMoveCat,Random,,1,171
119,19,easy,BurstMoveCat,RunAway,,1,175
119,19,easy,BurstMoveCat,Corner,,1,175
119,19,easy,BurstMoveCat,Memory,,1,191
119,19,easy,BurstMoveCat,SmartRunAway,,1,176
119,19,easy,BurstMoveCat,Predictive,,1,168
119,19,easy,BurstMoveCat,Predictive,teleport,1,172
119,19,easy,BurstMoveCat,QLearning,none,0,200
120,20,easy,BurstMoveCat,QLearning,none,1,36
120,20,easy,BurstMoveCat,Random,,1,179
120,20,easy,BurstMoveCat,RunAway,,1,164
120,20,easy,BurstMoveCat,Corner,,1,172
120,20,easy,BurstMoveCat,Memory,,1,198
120,20,easy,BurstMoveCat,SmartRunAway,,1,172
120,20,easy,BurstMoveCat,Predictive,,1,170
120,20,easy,BurstMoveCat,Predictive,teleport,1,172
121,21,easy,BurstMoveCat,QLearning,none,1,121
121,21,easy,BurstMoveCat,Random,,1,183
121,21,easy,BurstMoveCat,RunAway,,1,178
121,21,easy,BurstMoveCat,Corner,,1,180
121,21,easy,BurstMoveCat,Memory,,1,184
121,21,easy,BurstMoveCat,SmartRunAway,,1,178
121,21,easy,BurstMoveCat,Predictive,,1,175
121,21,easy,BurstMoveCat,Predictive,teleport,1,178
122,22,easy,BurstMoveCat,Random,,1,191
122,22,easy,BurstMoveCat,RunAway,,1,171
122,22,easy,BurstMoveCat,Corner,,1,167
122,22,easy,BurstMoveCat,Memory,,1,177
122,22,easy,BurstMoveCat,SmartRunAway,,1,169
122,22,easy,BurstMoveCat,Predictive,,1,175
122,22,easy,BurstMoveCat,Predictive,teleport,1,173
122,22,easy,BurstMoveCat,QLearning,none,0,200
123,23,easy,BurstMoveCat,Random,,1,191
123,23,easy,BurstMoveCat,RunAway,,1,168
123,23,easy,BurstMoveCat,Corner,,1,183
123,23,easy,BurstMoveCat,Memory,,1,184
123,23,easy,BurstMoveCat,SmartRunAway,,1,185
123,23,easy,BurstMoveCat,Predictive,,1,179
123,23,easy,BurstMoveCat,Predictive,teleport,1,182
123,23,easy,BurstMoveCat,QLearning,none,0,200
124,24,easy,BurstMoveCat,Random,,1,188
124,24,easy,BurstMoveCat,RunAway,,1,169
124,24,easy,BurstMoveCat,Corner,,1,170
124,24,easy,BurstMoveCat,Memory,,1,196
124,24,easy,BurstMoveCat,SmartRunAway,,1,173
124,24,easy,BurstMoveCat,Predictive,,1,171
124,24,easy,BurstMoveCat,Predictive,teleport,1,172
124,24,easy,BurstMoveCat,QLearning,none,0,200
125,25,easy,BurstMoveCat,Random,,1,164
125,25,easy,BurstMoveCat,RunAway,,1,165
125,25,easy,BurstMoveCat,Corner,,1,164
125,25,easy,BurstMoveCat,Memory,,1,192
125,25,easy,BurstMoveCat,SmartRunAway,,1,166
125,25,easy,BurstMoveCat,Predictive,,1,172
125,25,easy,BurstMoveCat,Predictive,teleport,1,173
125,25,easy,BurstMoveCat,QLearning,none,0,200
126,26,easy,BurstMoveCat,QLearning,none,1,175
126,26,easy,BurstMoveCat,Random,,1,162
126,26,easy,BurstMoveCat,RunAway,,1,165
126,26,easy,BurstMoveCat,Corner,,1,175
126,26,easy,BurstMoveCat,Memory,,0,200
126,26,easy,BurstMoveCat,SmartRunAway,,1,165
126,26,easy,BurstMoveCat,Predictive,,1,163
126,26,easy,BurstMoveCat,Predictive,teleport,1,172
127,27,easy,BurstMoveCat,QLearning,none,1,44
127,27,easy,BurstMoveCat,Random,,1,176
127,27,easy,BurstMoveCat,RunAway,,1,169
127,27,easy,BurstMoveCat,Corner,,1,171
127,27,easy,BurstMoveCat,Memory,,1,193
127,27,easy,BurstMoveCat,SmartRunAway,,1,172
127,27,easy,BurstMoveCat,Predictive,,1,175
127,27,easy,BurstMoveCat,Predictive,teleport,1,170
128,28,easy,BurstMoveCat,QLearning,none,1,15
128,28,easy,BurstMoveCat,Random,,1,191
128,28,easy,BurstMoveCat,RunAway,,1,170
128,28,easy,BurstMoveCat,Corner,,1,181
128,28,easy,BurstMoveCat,Memory,,1,164
128,28,easy,BurstMoveCat,SmartRunAway,,1,183
128,28,easy,BurstMoveCat,Predictive,,1,174
128,28,easy,BurstMoveCat,Predictive,teleport,1,181
129,29,easy,BurstMoveCat,Random,,1,193
129,29,easy,BurstMoveCat,RunAway,,1,183
129,29,easy,BurstMoveCat,Corner,,1,185
129,29,easy,BurstMoveCat,Memory,,1,189
129,29,easy,BurstMoveCat,SmartRunAway,,1,179
129,29,easy,BurstMoveCat,Predictive,,1,180
129,29,easy,BurstMoveCat,Predictive,teleport,1,174
129,29,easy,BurstMoveCat,QLearning,none,0,200
130,30,easy,BurstMoveCat,QLearning,none,1,164
130,30,easy,BurstMoveCat,Random,,1,162
130,30,easy,BurstMoveCat,RunAway,,1,170
130,30,easy,BurstMoveCat,Corner,,1,171
130,30,easy,BurstMoveCat,Memory,,1,195
130,30,easy,BurstMoveCat,SmartRunAway,,1,176
130,30,easy,BurstMoveCat,Predictive,,1,170
130,30,easy,BurstMoveCat,Predictive,teleport,1,175
131,31,easy,BurstMoveCat,QLearning,none,1,19
131,31,easy,BurstMoveCat,Random,,1,189
131,31,easy,BurstMoveCat,RunAway,,1,181
131,31,easy,BurstMoveCat,Corner,,1,187
131,31,easy,BurstMoveCat,Memory,,1,194
131,31,easy,BurstMoveCat,SmartRunAway,,1,180
131,31,easy,BurstMoveCat,Predictive,,1,182
131,31,easy,BurstMoveCat,Predictive,teleport,1,188
132,32,easy,BurstMoveCat,QLearning,none,1,3
132,32,easy,BurstMoveCat,Random,,1,168
132,32,easy,BurstMoveCat,RunAway,,1,163
132,32,easy,BurstMoveCat,Corner,,1,166
132,32,easy,BurstMoveCat,Memory,,1,198
132,32,easy,BurstMoveCat,SmartRunAway,,1,167
132,32,easy,BurstMoveCat,Predictive,,1,164
132,32,easy,BurstMoveCat,Predictive,teleport,1,172
133,33,easy,BurstMoveCat,QLearning,none,1,104
133,33,easy,BurstMoveCat,Random,,1,154
133,33,easy,BurstMoveCat,RunAway,,1,169
133,33,easy,BurstMoveCat,Corner,,1,168
133,33,easy,BurstMoveCat,Memory,,1,197
133,33,easy,BurstMoveCat,SmartRunAway,,1,172
133,33,easy,BurstMoveCat,Predictive,,1,169
133,33,easy,BurstMoveCat,Predictive,teleport,1,170
134,34,easy,BurstMoveCat,QLearning,none,1,48
134,34,easy,BurstMoveCat,Random,,1,180
134,34,easy,BurstMoveCat,RunAway,,1,164
134,34,easy,BurstMoveCat,Corner,,1,165
134,34,easy,BurstMoveCat,Memory,,1,196
134,34,easy,BurstMoveCat,SmartRunAway,,1,167
134,34,easy,BurstMoveCat,Predictive,,1,165
134,34,easy,BurstMoveCat,Predictive,teleport,1,167
135,35,easy,BurstMoveCat,Random,,1,182
135,35,easy,BurstMoveCat,RunAway,,1,165
135,35,easy,BurstMoveCat,Corner,,1,160
135,35,easy,BurstMoveCat,Memory,,1,195
135,35,easy,BurstMoveCat,SmartRunAway,,1,164
135,35,easy,BurstMoveCat,Predictive,,1,171
135,35,easy,BurstMoveCat,Predictive,teleport,1,168
135,35,easy,BurstMoveCat,QLearning,none,0,200
136,36,easy,BurstMoveCat,Random,,1,193
136,36,easy,BurstMoveCat,RunAway,,1,182
136,36,easy,BurstMoveCat,Corner,,1,186
136,36,easy,BurstMoveCat,Memory,,1,172
136,36,easy,BurstMoveCat,SmartRunAway,,1,185
136,36,easy,BurstMoveCat,Predictive,,1,186
136,36,easy,BurstMoveCat,Predictive,teleport,1,182
136,36,easy,BurstMoveCat,QLearning,none,0,200
137,37,easy,BurstMoveCat,QLearning,none,1,170
137,37,easy,BurstMoveCat,Random,,1,156
137,37,easy,BurstMoveCat,RunAway,,1,165
137,37,easy,BurstMoveCat,Corner,,1,171
137,37,easy,BurstMoveCat,Memory,,1,196
137,37,easy,BurstMoveCat,SmartRunAway,,1,177
137,37,easy,BurstMoveCat,Predictive,,1,172
137,37,easy,BurstMoveCat,Predictive,teleport,1,170
138,38,easy,BurstMoveCat,QLearning,none,1,71
138,38,easy,BurstMoveCat,Random,,1,159
138,38,easy,BurstMoveCat,RunAway,,1,162
138,38,easy,BurstMoveCat,Corner,,1,171
138,38,easy,BurstMoveCat,Memory,,1,197
138,38,easy,BurstMoveCat,SmartRunAway,,1,165
138,38,easy,BurstMoveCat,Predictive,,1,167
138,38,easy,BurstMoveCat,Predictive,teleport,1,168
139,39,easy,BurstMoveCat,Random,,1,198
139,39,easy,BurstMoveCat,RunAway,,1,189
139,39,easy,BurstMoveCat,Corner,,1,187
139,39,easy,BurstMoveCat,Memory,,1,182
139,39,easy,BurstMoveCat,SmartRunAway,,1,187
139,39,easy,BurstMoveCat,Predictive,,1,193
139,39,easy,BurstMoveCat,Predictive,teleport,1,190
139,39,easy,BurstMoveCat,QLearning,none,0,200
140,40,easy,BurstMoveCat,QLearning,none,1,7
140,40,easy,BurstMoveCat,Random,,1,160
140,40,easy,BurstMoveCat,RunAway,,1,159
140,40,easy,BurstMoveCat,Corner,,1,170
140,40,easy,BurstMoveCat,Memory,,1,195
140,40,easy,BurstMoveCat,SmartRunAway,,1,164
140,40,easy,BurstMoveCat,Predictive,,1,164
140,40,easy,BurstMoveCat,Predictive,teleport,1,160
141,41,easy,BurstMoveCat,Random,,1,182
141,41,easy,BurstMoveCat,RunAway,,1,183
141,41,easy,BurstMoveCat,Corner,,1,186
141,41,easy,BurstMoveCat,Memory,,1,187
141,41,easy,BurstMoveCat,SmartRunAway,,1,182
141,41,easy,BurstMoveCat,Predictive,,1,183
141,41,easy,BurstMoveCat,Predictive,teleport,1,184
141,41,easy,BurstMoveCat,QLearning,none,0,200
142,42,easy,BurstMoveCat,QLearning,none,1,170
142,42,easy,BurstMoveCat,Random,,1,181
142,42,easy,BurstMoveCat,RunAway,,1,170
142,42,easy,BurstMoveCat,Corner,,1,176
142,42,easy,BurstMoveCat,Memory,,1,199
142,42,easy,BurstMoveCat,SmartRunAway,,1,179
142,42,easy,BurstMoveCat,Predictive,,1,173
142,42,easy,BurstMoveCat,Predictive,teleport,1,177
143,43,easy,BurstMoveCat,Random,,1,161
143,43,easy,BurstMoveCat,RunAway,,1,170
143,43,easy,BurstMoveCat,Corner,,1,177
143,43,easy,BurstMoveCat,Memory,,1,198
143,43,easy,BurstMoveCat,SmartRunAway,,1,173
143,43,easy,BurstMoveCat,Predictive,,1,169
143,43,easy,BurstMoveCat,Predictive,teleport,1,174
143,43,easy,BurstMoveCat,QLearning,none,0,200
144,44,easy,BurstMoveCat,Random,,1,171
144,44,easy,BurstMoveCat,RunAway,,1,169
144,44,easy,BurstMoveCat,Corner,,1,173
144,44,easy,BurstMoveCat,Memory,,1,191
144,44,easy,BurstMoveCat,SmartRunAway,,1,175
144,44,easy,BurstMoveCat,Predictive,,1,173
144,44,easy,BurstMoveCat,Predictive,teleport,1,175
144,44,easy,BurstMoveCat,QLearning,none,0,200
145,45,easy,BurstMoveCat,QLearning,none,1,18
145,45,easy,BurstMoveCat,Random,,1,161
145,45,easy,BurstMoveCat,RunAway,,1,165
