cat_strategy,mouse_strategy,skill,caught,caught_time,caught_seconds,steps,map
BurstMoveCat,QLearning,none,1,51,0.0,51,easy
BurstMoveCat,QLearning,none,1,13,0.0,13,easy
BurstMoveCat,QLearning,none,1,61,0.0,61,easy
BurstMoveCat,QLearning,none,0,-1,-1,200,easy
BurstMoveCat,QLearning,none,1,18,0.0,18,easy
BurstMoveCat,QLearning,none,1,19,0.0,19,easy
BurstMoveCat,QLearning,none,1,11,0.0,11,easy
BurstMoveCat,QLearning,none,1,16,0.0,16,easy
BurstMoveCat,QLearning,none,1,2,0.0,2,easy
BurstMoveCat,QLearning,none,1,17,0.0,17,easy
BurstMoveCat,QLearning,none,1,73,0.0,73,easy
BurstMoveCat,QLearning,none,1,60,0.0,60,easy
BurstMoveCat,QLearning,none,1,49,0.0,49,easy
BurstMoveCat,QLearning,none,1,41,0.0,41,easy
BurstMoveCat,QLearning,none,1,12,0.0,12,easy
BurstMoveCat,QLearning,none,1,17,0.0,17,easy
BurstMoveCat,QLearning,none,1,100,0.0,100,easy
BurstMoveCat,QLearning,none,1,18,0.0,18,easy
BurstMoveCat,QLearning,none,1,32,0.0,32,easy
BurstMoveCat,QLearning,none,0,-1,-1,200,easy
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,15,0.0,15,hard
SmartCat,QLearning,none,1,2,0.0,2,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,10,0.0,10,hard
SmartCat,QLearning,none,1,12,0.0,12,hard
SmartCat,QLearning,none,1,24,0.0,24,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,28,0.0,28,hard
SmartCat,QLearning,none,1,30,0.0,30,hard
SmartCat,QLearning,none,1,16,0.0,16,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,30,0.0,30,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,25,0.0,25,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,3,0.0,3,hard
SmartCat,QLearning,none,1,4,0.0,4,hard
SmartCat,QLearning,none,1,8,0.0,8,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,29,0.0,29,hard
SmartCat,QLearning,none,1,34,0.0,34,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,13,0.0,13,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,10,0.0,10,hard
SmartCat,QLearning,none,1,17,0.0,17,hard
SmartCat,QLearning,none,1,26,0.0,26,hard
SmartCat,QLearning,none,1,15,0.0,15,hard
SmartCat,QLearning,none,1,9,0.0,9,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,24,0.0,24,hard
SmartCat,QLearning,none,0,-1,-1,200,hard
SmartCat,QLearning,none,1,18,0.0,18,hard
SmartCat,QLearning,none,1,8,0.0,8,hard
SmartCat,QLearning,none,1,19,0.0,19,hard
SmartCat,QLearning,none,1,38,0.0,38,hard
PredictiveCat,QLearning,none,1,120,0.02,120,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,141,0.02,141,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,89,0.01,89,hard
PredictiveCat,QLearning,none,1,22,0.0,22,hard
PredictiveCat,QLearning,none,1,51,0.01,51,hard
PredictiveCat,QLearning,none,1,51,0.01,51,hard
PredictiveCat,QLearning,none,1,191,0.02,191,hard
PredictiveCat,QLearning,none,1,8,0.0,8,hard
PredictiveCat,QLearning,none,1,40,0.01,40,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,128,0.02,128,hard
PredictiveCat,QLearning,none,1,187,0.02,187,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,31,0.0,31,hard
PredictiveCat,QLearning,none,1,29,0.0,29,hard
PredictiveCat,QLearning,none,1,82,0.01,82,hard
PredictiveCat,QLearning,none,1,41,0.01,41,hard
PredictiveCat,QLearning,none,1,31,0.0,31,hard
PredictiveCat,QLearning,none,1,98,0.01,98,hard
PredictiveCat,QLearning,none,1,78,0.01,78,hard
PredictiveCat,QLearning,none,1,73,0.01,73,hard
PredictiveCat,QLearning,none,1,15,0.0,15,hard
PredictiveCat,QLearning,none,1,42,0.01,42,hard
PredictiveCat,QLearning,none,1,149,0.02,149,hard
PredictiveCat,QLearning,none,1,51,0.0,51,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,17,0.0,17,hard
PredictiveCat,QLearning,none,1,45,0.0,45,hard
PredictiveCat,QLearning,none,1,70,0.01,70,hard
PredictiveCat,QLearning,none,1,35,0.01,35,hard
PredictiveCat,QLearning,none,1,140,0.02,140,hard
PredictiveCat,QLearning,none,1,154,0.02,154,hard
PredictiveCat,QLearning,none,1,58,0.01,58,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,59,0.01,59,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,29,0.0,29,hard
PredictiveCat,QLearning,none,1,10,0.0,10,hard
PredictiveCat,QLearning,none,1,132,0.02,132,hard
PredictiveCat,QLearning,none,1,137,0.02,137,hard
PredictiveCat,QLearning,none,1,78,0.01,78,hard
PredictiveCat,QLearning,none,1,56,0.01,56,hard
PredictiveCat,QLearning,none,1,3,0.0,3,hard
PredictiveCat,QLearning,none,1,68,0.01,68,hard
PredictiveCat,QLearning,none,0,-1,-1,200,hard
PredictiveCat,QLearning,none,1,5,0.0,5,hard
PredictiveCat,QLearning,none,1,137,0.02,137,hard
BurstMoveCat,QLearning,none,1,91,0.0,91,hard
BurstMoveCat,QLearning,none,1,15,0.0,15,hard
BurstMoveCat,QLearning,none,1,71,0.0,71,hard
BurstMoveCat,QLearning,none,1,125,0.0,125,hard
BurstMoveCat,QLearning,none,1,85,0.0,85,hard
BurstMoveCat,QLearning,none,1,53,0.0,53,hard
BurstMoveCat,QLearning,none,1,26,0.0,26,hard
BurstMoveCat,QLearning,none,1,26,0.0,26,hard
BurstMoveCat,QLearning,none,1,18,0.0,18,hard
BurstMoveCat,QLearning,none,1,198,0.01,198,hard
BurstMoveCat,QLearning,none,1,122,0.0,122,hard
BurstMoveCat,QLearning,none,1,13,0.0,13,hard
BurstMoveCat,QLearning,none,1,7,0.0,7,hard
BurstMoveCat,QLearning,none,1,144,0.0,144,hard
BurstMoveCat,QLearning,none,1,73,0.0,73,hard
BurstMoveCat,QLearning,none,1,9,0.0,9,hard
BurstMoveCat,QLearning,none,1,27,0.0,27,hard
BurstMoveCat,QLearning,none,1,22,0.0,22,hard
BurstMoveCat,QLearning,none,1,102,0.01,102,hard
BurstMoveCat,QLearning,none,0,-1,-1,200,hard
BurstMoveCat,QLearning,none,1,80,0.0,80,hard
BurstMoveCat,QLearning,none,1,52,0.0,52,hard
BurstMoveCat,QLearning,none,1,18,0.0,18,hard
BurstMoveCat,QLearning,none,1,22,0.0,22,hard
BurstMoveCat,QLearning,none,1,22,0.0,22,hard
BurstMoveCat,QLearning,none,1,76,0.0,76,hard
BurstMoveCat,QLearning,none,1,36,0.0,36,hard
BurstMoveCat,QLearning,none,1,160,0.0,160,hard
BurstMoveCat,QLearning,none,1,77,0.0,77,hard
BurstMoveCat,QLearning,none,1,147,0.0,147,hard
BurstMoveCat,QLearning,none,1,12,0.0,12,hard
BurstMoveCat,QLearning,none,1,67,0.0,67,hard
BurstMoveCat,QLearning,none,1,21,0.0,21,hard
BurstMoveCat,QLearning,none,1,50,0.0,50,hard
BurstMoveCat,QLearning,none,1,121,0.0,121,hard
BurstMoveCat,QLearning,none,1,62,0.0,62,hard
BurstMoveCat,QLearning,none,1,122,0.0,122,hard
BurstMoveCat,QLearning,none,1,22,0.0,22,hard
BurstMoveCat,QLearning,none,1,81,0.0,81,hard
BurstMoveCat,QLearning,none,1,36,0.0,36,hard
BurstMoveCat,QLearning,none,0,-1,-1,200,hard
BurstMoveCat,QLearning,none,1,116,0.0,116,hard
BurstMoveCat,QLearning,none,1,39,0.0,39,hard
BurstMoveCat,QLearning,none,1,36,0.01,36,hard
BurstMoveCat,QLearning,none,1,7,0.0,7,hard
BurstMoveCat,QLearning,none,1,162,0.0,162,hard
BurstMoveCat,QLearning,none,1,81,0.01,81,hard
BurstMoveCat,QLearning,none,1,72,0.0,72,hard
BurstMoveCat,QLearning,none,1,14,0.0,14,hard
BurstMoveCat,QLearning,none,1,118,0.0,118,hard
